uid,eventType,datetime,home_stay
u16,HomeMobility,2013-03-27 00:08:42,True
u16,HomeMobility,2013-03-27 00:28:42,True
u16,HomeMobility,2013-03-27 00:48:42,True
u16,HomeMobility,2013-03-27 01:08:42,True
u16,HomeMobility,2013-03-27 01:28:42,True
u16,HomeMobility,2013-03-27 01:48:42,True
u16,HomeMobility,2013-03-27 02:08:42,True
u16,HomeMobility,2013-03-27 02:28:42,True
u16,HomeMobility,2013-03-27 02:48:42,True
u16,HomeMobility,2013-03-27 03:08:42,True
u16,HomeMobility,2013-03-27 03:28:42,True
u16,HomeMobility,2013-03-27 03:48:42,True
u16,HomeMobility,2013-03-27 04:08:42,True
u16,HomeMobility,2013-03-27 04:28:42,True
u16,HomeMobility,2013-03-27 04:48:42,True
u16,HomeMobility,2013-03-27 05:08:42,True
u16,HomeMobility,2013-03-27 05:28:42,True
u16,HomeMobility,2013-03-27 05:48:42,True
u16,HomeMobility,2013-03-27 06:08:42,True
u16,HomeMobility,2013-03-27 06:28:42,True
u16,HomeMobility,2013-03-27 06:48:42,True
u16,HomeMobility,2013-03-27 07:08:42,True
u16,HomeMobility,2013-03-27 07:28:42,True
u16,HomeMobility,2013-03-27 07:48:42,True
u16,HomeMobility,2013-03-27 08:08:42,True
u16,HomeMobility,2013-03-27 08:28:42,True
u16,HomeMobility,2013-03-27 08:48:46,True
u16,HomeMobility,2013-03-27 09:08:42,True
u16,HomeMobility,2013-03-27 09:28:42,True
u16,HomeMobility,2013-03-27 09:48:39,False
u16,HomeMobility,2013-03-27 10:08:44,False
u16,HomeMobility,2013-03-27 10:28:42,False
u16,HomeMobility,2013-03-27 10:48:42,False
u16,HomeMobility,2013-03-27 11:08:44,False
u16,HomeMobility,2013-03-27 11:28:43,True
u16,HomeMobility,2013-03-27 11:48:42,True
u16,HomeMobility,2013-03-27 12:08:42,True
u16,HomeMobility,2013-03-27 12:28:42,True
u16,HomeMobility,2013-03-27 12:48:42,True
u16,HomeMobility,2013-03-27 13:08:42,True
u16,HomeMobility,2013-03-27 13:28:42,True
u16,HomeMobility,2013-03-27 13:48:42,True
u16,HomeMobility,2013-03-27 14:08:42,True
u16,HomeMobility,2013-03-27 14:28:42,True
u16,HomeMobility,2013-03-27 14:48:42,True
u16,HomeMobility,2013-03-27 15:08:42,True
u16,HomeMobility,2013-03-27 15:28:44,False
u16,HomeMobility,2013-03-27 15:48:46,False
u16,HomeMobility,2013-03-27 16:08:42,False
u16,HomeMobility,2013-03-27 16:28:42,False
u16,HomeMobility,2013-03-27 16:48:42,False
u16,HomeMobility,2013-03-27 16:48:43,False
u16,HomeMobility,2013-03-27 17:48:42,True
u16,HomeMobility,2013-03-27 18:08:42,False
u16,HomeMobility,2013-03-27 18:28:42,False
u16,HomeMobility,2013-03-27 18:48:42,False
u16,HomeMobility,2013-03-27 19:08:44,False
u16,HomeMobility,2013-03-27 19:28:43,False
u16,HomeMobility,2013-03-27 19:48:43,False
u16,HomeMobility,2013-03-27 20:08:43,False
u16,HomeMobility,2013-03-27 20:28:43,False
u16,HomeMobility,2013-03-27 20:48:43,True
u16,HomeMobility,2013-03-27 21:08:43,True
u16,HomeMobility,2013-03-27 21:28:43,True
u16,HomeMobility,2013-03-27 21:48:43,True
u16,HomeMobility,2013-03-27 22:08:43,True
u16,HomeMobility,2013-03-27 22:28:43,True
u16,HomeMobility,2013-03-27 22:48:43,True
u16,HomeMobility,2013-03-27 23:08:43,True
u16,HomeMobility,2013-03-27 23:28:43,True
u16,HomeMobility,2013-03-27 23:48:45,False
u16,HomeMobility,2013-03-28 00:08:45,False
u16,HomeMobility,2013-03-28 00:28:45,False
u16,HomeMobility,2013-03-28 00:48:43,False
u16,HomeMobility,2013-03-28 01:08:43,True
u16,HomeMobility,2013-03-28 01:28:43,True
u16,HomeMobility,2013-03-28 01:48:44,True
u16,HomeMobility,2013-03-28 02:08:43,True
u16,HomeMobility,2013-03-28 02:28:43,True
u16,HomeMobility,2013-03-28 02:48:43,True
u16,HomeMobility,2013-03-28 03:08:43,True
u16,HomeMobility,2013-03-28 03:28:43,True
u16,HomeMobility,2013-03-28 03:48:43,True
u16,HomeMobility,2013-03-28 04:08:43,True
u16,HomeMobility,2013-03-28 04:28:43,True
u16,HomeMobility,2013-03-28 04:48:43,True
u16,HomeMobility,2013-03-28 05:08:43,True
u16,HomeMobility,2013-03-28 05:28:43,True
u16,HomeMobility,2013-03-28 05:48:43,True
u16,HomeMobility,2013-03-28 06:08:43,True
u16,HomeMobility,2013-03-28 06:28:43,True
u16,HomeMobility,2013-03-28 06:48:43,True
u16,HomeMobility,2013-03-28 07:08:43,True
u16,HomeMobility,2013-03-28 07:28:43,True
u16,HomeMobility,2013-03-28 07:48:43,True
u16,HomeMobility,2013-03-28 08:08:43,True
u16,HomeMobility,2013-03-28 08:28:43,True
u16,HomeMobility,2013-03-28 08:48:43,True
u16,HomeMobility,2013-03-28 09:08:43,True
u16,HomeMobility,2013-03-28 09:28:43,True
u16,HomeMobility,2013-03-28 09:48:43,True
