uid,eventType,datetime,home_stay
u50,HomeMobility,2013-03-28 13:58:29,True
u50,HomeMobility,2013-03-28 14:18:29,True
u50,HomeMobility,2013-03-28 14:38:29,True
u50,HomeMobility,2013-03-28 14:58:29,True
u50,HomeMobility,2013-03-28 15:18:29,True
u50,HomeMobility,2013-03-28 15:38:29,True
u50,HomeMobility,2013-03-28 15:58:29,True
u50,HomeMobility,2013-03-28 16:18:29,True
u50,HomeMobility,2013-03-28 16:38:29,True
u50,HomeMobility,2013-03-28 16:58:29,True
u50,HomeMobility,2013-03-28 17:18:29,True
u50,HomeMobility,2013-03-28 17:38:29,True
u50,HomeMobility,2013-03-28 17:58:29,True
u50,HomeMobility,2013-03-28 18:18:29,True
u50,HomeMobility,2013-03-28 18:38:29,True
u50,HomeMobility,2013-03-28 18:58:29,True
u50,HomeMobility,2013-03-28 19:18:29,True
u50,HomeMobility,2013-03-28 19:38:29,True
u50,HomeMobility,2013-03-28 19:58:29,True
u50,HomeMobility,2013-03-28 20:18:29,True
u50,HomeMobility,2013-03-28 20:38:29,True
u50,HomeMobility,2013-03-28 20:58:29,True
u50,HomeMobility,2013-03-28 21:18:29,True
u50,HomeMobility,2013-03-28 21:38:30,True
u50,HomeMobility,2013-03-28 21:58:29,True
u50,HomeMobility,2013-03-28 22:18:29,True
u50,HomeMobility,2013-03-28 22:38:29,True
u50,HomeMobility,2013-03-28 22:58:29,True
u50,HomeMobility,2013-03-28 23:18:29,True
u50,HomeMobility,2013-03-28 23:38:29,True
u50,HomeMobility,2013-03-28 23:58:29,True
u50,HomeMobility,2013-03-29 00:18:29,True
u50,HomeMobility,2013-03-29 00:38:29,True
u50,HomeMobility,2013-03-29 00:58:06,True
u50,HomeMobility,2013-03-29 01:18:29,True
u50,HomeMobility,2013-03-29 01:38:29,True
u50,HomeMobility,2013-03-29 01:58:29,True
u50,HomeMobility,2013-03-29 02:18:29,True
u50,HomeMobility,2013-03-29 02:38:29,True
u50,HomeMobility,2013-03-29 02:58:29,True
u50,HomeMobility,2013-03-29 03:18:29,True
u50,HomeMobility,2013-03-29 03:38:29,True
u50,HomeMobility,2013-03-29 03:58:29,True
u50,HomeMobility,2013-03-29 04:18:29,True
u50,HomeMobility,2013-03-29 04:38:29,True
