uid,eventType,datetime,home_stay
u14,HomeMobility,2013-03-27 00:26:26,True
u14,HomeMobility,2013-03-27 00:46:26,True
u14,HomeMobility,2013-03-27 01:06:26,True
u14,HomeMobility,2013-03-27 01:26:26,True
u14,HomeMobility,2013-03-27 01:46:26,True
u14,HomeMobility,2013-03-27 02:06:26,True
u14,HomeMobility,2013-03-27 02:26:26,True
u14,HomeMobility,2013-03-27 02:46:26,True
u14,HomeMobility,2013-03-27 03:06:26,True
u14,HomeMobility,2013-03-27 03:26:26,True
u14,HomeMobility,2013-03-27 03:46:26,True
u14,HomeMobility,2013-03-27 04:06:26,True
u14,HomeMobility,2013-03-27 04:26:26,True
u14,HomeMobility,2013-03-27 04:46:26,True
u14,HomeMobility,2013-03-27 05:06:26,True
u14,HomeMobility,2013-03-27 05:26:26,True
u14,HomeMobility,2013-03-27 05:46:26,True
u14,HomeMobility,2013-03-27 06:06:26,True
u14,HomeMobility,2013-03-27 06:26:26,True
u14,HomeMobility,2013-03-27 06:46:26,True
u14,HomeMobility,2013-03-27 07:06:26,True
u14,HomeMobility,2013-03-27 07:26:26,True
u14,HomeMobility,2013-03-27 07:46:26,True
u14,HomeMobility,2013-03-27 08:06:26,True
u14,HomeMobility,2013-03-27 08:26:26,True
u14,HomeMobility,2013-03-27 08:46:26,True
u14,HomeMobility,2013-03-27 09:06:26,True
u14,HomeMobility,2013-03-27 09:26:26,True
u14,HomeMobility,2013-03-27 10:06:28,False
u14,HomeMobility,2013-03-27 10:26:26,False
u14,HomeMobility,2013-03-27 10:46:26,False
u14,HomeMobility,2013-03-27 11:06:26,False
u14,HomeMobility,2013-03-27 11:26:27,False
u14,HomeMobility,2013-03-27 11:46:26,False
u14,HomeMobility,2013-03-27 12:06:26,False
u14,HomeMobility,2013-03-27 12:26:26,False
u14,HomeMobility,2013-03-27 12:46:26,False
u14,HomeMobility,2013-03-27 13:06:26,False
u14,HomeMobility,2013-03-27 13:46:27,False
u14,HomeMobility,2013-03-27 14:06:27,False
u14,HomeMobility,2013-03-27 14:26:26,True
u14,HomeMobility,2013-03-27 14:46:26,True
u14,HomeMobility,2013-03-27 15:06:27,True
u14,HomeMobility,2013-03-27 15:26:26,True
u14,HomeMobility,2013-03-27 15:46:26,True
u14,HomeMobility,2013-03-27 16:06:26,True
u14,HomeMobility,2013-03-27 16:26:26,True
u14,HomeMobility,2013-03-27 16:46:26,True
u14,HomeMobility,2013-03-27 17:06:26,True
u14,HomeMobility,2013-03-27 17:26:26,True
u14,HomeMobility,2013-03-27 17:46:26,True
u14,HomeMobility,2013-03-27 18:06:27,True
u14,HomeMobility,2013-03-27 18:26:30,False
u14,HomeMobility,2013-03-27 18:46:26,False
u14,HomeMobility,2013-03-27 19:06:26,False
u14,HomeMobility,2013-03-27 19:26:26,True
u14,HomeMobility,2013-03-27 19:46:26,True
u14,HomeMobility,2013-03-27 20:06:26,True
u14,HomeMobility,2013-03-27 20:26:26,True
u14,HomeMobility,2013-03-27 20:46:26,True
u14,HomeMobility,2013-03-27 21:06:26,True
u14,HomeMobility,2013-03-27 21:26:26,True
u14,HomeMobility,2013-03-27 21:46:26,True
u14,HomeMobility,2013-03-27 22:06:26,True
u14,HomeMobility,2013-03-27 22:26:26,True
u14,HomeMobility,2013-03-27 22:46:26,True
u14,HomeMobility,2013-03-27 23:06:26,True
u14,HomeMobility,2013-03-27 23:26:26,True
u14,HomeMobility,2013-03-27 23:46:26,True
u14,HomeMobility,2013-03-28 00:06:26,True
u14,HomeMobility,2013-03-28 00:26:26,True
u14,HomeMobility,2013-03-28 00:46:27,True
u14,HomeMobility,2013-03-28 01:06:27,True
u14,HomeMobility,2013-03-28 01:26:26,True
u14,HomeMobility,2013-03-28 01:46:27,True
u14,HomeMobility,2013-03-28 02:06:26,True
u14,HomeMobility,2013-03-28 02:26:26,True
u14,HomeMobility,2013-03-28 02:46:26,True
u14,HomeMobility,2013-03-28 03:06:26,True
u14,HomeMobility,2013-03-28 03:26:26,True
u14,HomeMobility,2013-03-28 03:46:26,True
u14,HomeMobility,2013-03-28 04:06:26,True
u14,HomeMobility,2013-03-28 04:26:26,True
u14,HomeMobility,2013-03-28 04:46:26,True
u14,HomeMobility,2013-03-28 05:06:27,True
u14,HomeMobility,2013-03-28 05:26:26,True
u14,HomeMobility,2013-03-28 05:46:26,True
u14,HomeMobility,2013-03-28 06:06:26,True
u14,HomeMobility,2013-03-28 06:26:26,True
u14,HomeMobility,2013-03-28 06:46:26,True
u14,HomeMobility,2013-03-28 07:06:26,True
u14,HomeMobility,2013-03-28 07:26:26,True
u14,HomeMobility,2013-03-28 07:46:26,True
u14,HomeMobility,2013-03-28 08:06:26,True
u14,HomeMobility,2013-03-28 08:26:26,True
u14,HomeMobility,2013-03-28 08:46:26,True
u14,HomeMobility,2013-03-28 09:06:26,True
u14,HomeMobility,2013-03-28 09:26:26,True
u14,HomeMobility,2013-03-28 09:46:26,True
u14,HomeMobility,2013-03-28 10:06:26,True
u14,HomeMobility,2013-03-28 10:26:26,True
u14,HomeMobility,2013-03-28 10:46:26,True
u14,HomeMobility,2013-03-28 11:06:26,True
u14,HomeMobility,2013-03-28 11:26:26,False
u14,HomeMobility,2013-03-28 11:46:25,False
u14,HomeMobility,2013-03-28 12:06:26,False
u14,HomeMobility,2013-03-28 12:26:26,False
u14,HomeMobility,2013-03-28 12:46:26,False
u14,HomeMobility,2013-03-28 13:06:27,False
u14,HomeMobility,2013-03-28 13:26:26,True
u14,HomeMobility,2013-03-28 13:46:26,True
u14,HomeMobility,2013-03-28 14:06:27,False
u14,HomeMobility,2013-03-28 14:26:26,False
u14,HomeMobility,2013-03-28 14:46:26,False
u14,HomeMobility,2013-03-28 15:06:26,False
u14,HomeMobility,2013-03-28 15:26:27,False
u14,HomeMobility,2013-03-28 15:46:26,False
u14,HomeMobility,2013-03-28 16:06:27,False
u14,HomeMobility,2013-03-28 16:26:26,False
u14,HomeMobility,2013-03-28 16:46:26,False
u14,HomeMobility,2013-03-28 17:06:26,False
u14,HomeMobility,2013-03-28 17:26:26,False
u14,HomeMobility,2013-03-28 17:46:26,False
u14,HomeMobility,2013-03-28 18:06:30,False
u14,HomeMobility,2013-03-28 18:26:28,False
u14,HomeMobility,2013-03-28 18:46:27,False
u14,HomeMobility,2013-03-28 19:06:26,False
u14,HomeMobility,2013-03-28 19:26:26,True
u14,HomeMobility,2013-03-28 19:46:26,True
u14,HomeMobility,2013-03-28 20:06:26,True
u14,HomeMobility,2013-03-28 20:26:26,True
u14,HomeMobility,2013-03-28 20:46:26,True
u14,HomeMobility,2013-03-28 21:06:26,True
u14,HomeMobility,2013-03-28 21:26:26,True
u14,HomeMobility,2013-03-28 21:46:26,False
u14,HomeMobility,2013-03-28 22:06:26,True
u14,HomeMobility,2013-03-28 22:26:26,True
u14,HomeMobility,2013-03-28 22:46:26,True
u14,HomeMobility,2013-03-28 23:06:26,True
u14,HomeMobility,2013-03-28 23:26:26,True
u14,HomeMobility,2013-03-28 23:46:26,True
u14,HomeMobility,2013-03-29 00:06:26,True
u14,HomeMobility,2013-03-29 00:26:26,False
u14,HomeMobility,2013-03-29 00:46:26,False
u14,HomeMobility,2013-03-29 01:06:26,True
u14,HomeMobility,2013-03-29 01:26:27,True
u14,HomeMobility,2013-03-29 01:46:26,True
u14,HomeMobility,2013-03-29 02:06:26,True
u14,HomeMobility,2013-03-29 02:26:26,True
u14,HomeMobility,2013-03-29 02:46:26,True
u14,HomeMobility,2013-03-29 03:06:26,True
u14,HomeMobility,2013-03-29 03:26:26,True
u14,HomeMobility,2013-03-29 03:46:26,True
u14,HomeMobility,2013-03-29 04:06:26,True
u14,HomeMobility,2013-03-29 04:26:26,True
u14,HomeMobility,2013-03-29 04:46:26,True
u14,HomeMobility,2013-03-29 05:06:26,True
u14,HomeMobility,2013-03-29 05:26:26,True
u14,HomeMobility,2013-03-29 05:46:26,True
