uid,eventType,datetime,home_stay
u33,HomeMobility,2013-03-27 14:14:35,False
u33,HomeMobility,2013-03-27 14:54:34,False
u33,HomeMobility,2013-03-27 18:13:36,False
u33,HomeMobility,2013-03-27 18:53:36,True
u33,HomeMobility,2013-03-27 19:13:36,True
u33,HomeMobility,2013-03-27 19:33:36,True
u33,HomeMobility,2013-03-27 19:53:36,True
u33,HomeMobility,2013-03-27 20:13:36,True
u33,HomeMobility,2013-03-27 20:33:36,True
u33,HomeMobility,2013-03-27 20:53:36,True
u33,HomeMobility,2013-03-27 21:13:36,True
u33,HomeMobility,2013-03-27 21:33:36,True
u33,HomeMobility,2013-03-27 21:53:36,True
u33,HomeMobility,2013-03-27 22:13:36,True
u33,HomeMobility,2013-03-27 22:33:36,True
u33,HomeMobility,2013-03-27 22:53:36,True
u33,HomeMobility,2013-03-27 23:13:36,True
u33,HomeMobility,2013-03-27 23:33:36,True
u33,HomeMobility,2013-03-27 23:53:36,True
u33,HomeMobility,2013-03-28 00:13:36,True
u33,HomeMobility,2013-03-28 00:33:36,True
u33,HomeMobility,2013-03-28 00:53:37,True
u33,HomeMobility,2013-03-28 01:13:36,True
u33,HomeMobility,2013-03-28 01:33:36,True
u33,HomeMobility,2013-03-28 01:53:36,True
u33,HomeMobility,2013-03-28 02:13:36,True
u33,HomeMobility,2013-03-28 02:33:36,True
u33,HomeMobility,2013-03-28 02:53:36,True
u33,HomeMobility,2013-03-28 03:13:36,True
u33,HomeMobility,2013-03-28 03:33:36,True
u33,HomeMobility,2013-03-28 03:53:36,True
u33,HomeMobility,2013-03-28 04:13:36,True
u33,HomeMobility,2013-03-28 04:33:36,True
u33,HomeMobility,2013-03-28 04:53:36,True
u33,HomeMobility,2013-03-28 05:13:36,True
u33,HomeMobility,2013-03-28 05:33:36,True
u33,HomeMobility,2013-03-28 05:53:36,True
u33,HomeMobility,2013-03-28 06:13:36,True
u33,HomeMobility,2013-03-28 06:33:36,True
u33,HomeMobility,2013-03-28 06:53:36,True
u33,HomeMobility,2013-03-28 07:13:36,True
u33,HomeMobility,2013-03-28 07:33:36,True
u33,HomeMobility,2013-03-28 07:53:36,True
u33,HomeMobility,2013-03-28 08:13:36,True
u33,HomeMobility,2013-03-28 08:33:36,True
u33,HomeMobility,2013-03-28 08:53:36,True
u33,HomeMobility,2013-03-28 09:13:36,True
u33,HomeMobility,2013-03-28 09:33:36,True
u33,HomeMobility,2013-03-28 09:53:36,True
u33,HomeMobility,2013-03-28 10:13:36,True
u33,HomeMobility,2013-03-28 10:33:36,True
u33,HomeMobility,2013-03-28 10:53:36,True
u33,HomeMobility,2013-03-28 11:13:36,True
u33,HomeMobility,2013-03-28 11:33:36,True
u33,HomeMobility,2013-03-28 11:43:43,True
u33,HomeMobility,2013-03-28 12:13:37,False
u33,HomeMobility,2013-03-28 12:33:36,False
u33,HomeMobility,2013-03-28 12:53:36,False
u33,HomeMobility,2013-03-28 13:13:37,False
u33,HomeMobility,2013-03-28 13:33:36,False
u33,HomeMobility,2013-03-28 13:53:36,False
u33,HomeMobility,2013-03-28 14:13:36,False
u33,HomeMobility,2013-03-28 14:33:36,False
u33,HomeMobility,2013-03-28 14:43:44,False
u33,HomeMobility,2013-03-28 14:53:49,False
u33,HomeMobility,2013-03-28 15:33:36,False
u33,HomeMobility,2013-03-28 15:53:36,False
u33,HomeMobility,2013-03-28 16:13:36,False
u33,HomeMobility,2013-03-28 16:33:33,False
u33,HomeMobility,2013-03-28 16:53:39,False
u33,HomeMobility,2013-03-28 17:13:36,False
u33,HomeMobility,2013-03-28 17:33:38,False
u33,HomeMobility,2013-03-28 17:53:36,False
u33,HomeMobility,2013-03-28 18:13:36,False
u33,HomeMobility,2013-03-28 18:33:36,False
u33,HomeMobility,2013-03-28 18:53:36,False
u33,HomeMobility,2013-03-28 19:13:36,False
u33,HomeMobility,2013-03-28 19:33:36,False
u33,HomeMobility,2013-03-28 19:53:38,False
u33,HomeMobility,2013-03-28 20:13:36,False
u33,HomeMobility,2013-03-28 20:33:36,False
u33,HomeMobility,2013-03-28 20:53:36,True
u33,HomeMobility,2013-03-28 21:13:36,True
u33,HomeMobility,2013-03-28 21:33:36,True
u33,HomeMobility,2013-03-28 21:53:36,True
u33,HomeMobility,2013-03-28 22:13:36,True
u33,HomeMobility,2013-03-28 22:33:36,True
u33,HomeMobility,2013-03-28 22:53:36,True
u33,HomeMobility,2013-03-28 23:13:36,True
u33,HomeMobility,2013-03-28 23:33:36,True
u33,HomeMobility,2013-03-28 23:53:36,True
u33,HomeMobility,2013-03-29 00:13:36,True
u33,HomeMobility,2013-03-29 00:33:36,True
u33,HomeMobility,2013-03-29 00:53:36,True
u33,HomeMobility,2013-03-29 01:13:36,True
u33,HomeMobility,2013-03-29 01:33:36,True
u33,HomeMobility,2013-03-29 01:53:36,True
u33,HomeMobility,2013-03-29 02:13:36,True
u33,HomeMobility,2013-03-29 02:33:36,True
u33,HomeMobility,2013-03-29 02:53:36,True
u33,HomeMobility,2013-03-29 03:13:36,True
u33,HomeMobility,2013-03-29 03:33:36,True
u33,HomeMobility,2013-03-29 03:53:36,True
u33,HomeMobility,2013-03-29 04:13:36,True
u33,HomeMobility,2013-03-29 04:33:36,True
u33,HomeMobility,2013-03-29 04:53:36,True
u33,HomeMobility,2013-03-29 05:13:36,True
u33,HomeMobility,2013-03-29 05:33:36,True
u33,HomeMobility,2013-03-29 05:53:36,True
u33,HomeMobility,2013-03-29 06:13:36,True
u33,HomeMobility,2013-03-29 06:33:36,True
u33,HomeMobility,2013-03-29 06:53:36,True
u33,HomeMobility,2013-03-29 07:13:36,True
u33,HomeMobility,2013-03-29 07:33:36,True
u33,HomeMobility,2013-03-29 07:53:36,True
u33,HomeMobility,2013-03-29 08:13:36,True
u33,HomeMobility,2013-03-29 08:33:36,True
u33,HomeMobility,2013-03-29 08:53:36,True
u33,HomeMobility,2013-03-29 09:12:51,True
u33,HomeMobility,2013-03-29 09:33:36,True
u33,HomeMobility,2013-03-29 09:53:36,True
u33,HomeMobility,2013-03-29 10:13:36,False
u33,HomeMobility,2013-03-29 10:33:36,False
u33,HomeMobility,2013-03-29 10:53:36,False
u33,HomeMobility,2013-03-29 11:33:36,False
u33,HomeMobility,2013-03-29 11:53:36,False
u33,HomeMobility,2013-03-29 12:13:36,False
u33,HomeMobility,2013-03-29 12:33:38,False
u33,HomeMobility,2013-03-29 12:53:36,False
u33,HomeMobility,2013-03-29 13:13:36,False
u33,HomeMobility,2013-03-29 13:33:36,False
u33,HomeMobility,2013-03-29 13:53:36,False
u33,HomeMobility,2013-03-29 14:13:36,False
u33,HomeMobility,2013-03-29 14:33:37,False
u33,HomeMobility,2013-03-29 14:53:36,False
u33,HomeMobility,2013-03-29 15:13:36,False
u33,HomeMobility,2013-03-29 15:33:36,False
u33,HomeMobility,2013-03-29 15:53:36,False
u33,HomeMobility,2013-03-29 16:13:36,False
u33,HomeMobility,2013-03-29 16:33:36,False
u33,HomeMobility,2013-03-29 16:53:36,False
u33,HomeMobility,2013-03-29 17:13:36,False
u33,HomeMobility,2013-03-29 17:33:36,False
u33,HomeMobility,2013-03-29 17:53:36,False
u33,HomeMobility,2013-03-29 18:13:36,False
u33,HomeMobility,2013-03-29 18:33:36,False
u33,HomeMobility,2013-03-29 18:53:36,False
u33,HomeMobility,2013-03-29 19:13:36,False
u33,HomeMobility,2013-03-29 19:33:36,False
u33,HomeMobility,2013-03-29 19:53:38,False
u33,HomeMobility,2013-03-29 19:53:39,False
u33,HomeMobility,2013-03-29 20:33:36,False
u33,HomeMobility,2013-03-29 20:53:36,False
u33,HomeMobility,2013-03-29 21:13:36,True
u33,HomeMobility,2013-03-29 21:33:36,True
u33,HomeMobility,2013-03-29 21:53:36,True
u33,HomeMobility,2013-03-29 22:13:36,True
u33,HomeMobility,2013-03-29 22:33:36,True
u33,HomeMobility,2013-03-29 22:53:36,True
u33,HomeMobility,2013-03-29 23:13:36,True
u33,HomeMobility,2013-03-29 23:33:36,True
u33,HomeMobility,2013-03-29 23:53:36,True
u33,HomeMobility,2013-03-30 00:13:36,True
u33,HomeMobility,2013-03-30 00:33:36,True
u33,HomeMobility,2013-03-30 00:53:36,True
u33,HomeMobility,2013-03-30 01:13:36,True
u33,HomeMobility,2013-03-30 01:33:36,True
u33,HomeMobility,2013-03-30 01:53:36,True
u33,HomeMobility,2013-03-30 02:13:36,True
u33,HomeMobility,2013-03-30 02:33:36,True
u33,HomeMobility,2013-03-30 02:53:36,True
u33,HomeMobility,2013-03-30 03:13:36,True
u33,HomeMobility,2013-03-30 03:33:36,True
u33,HomeMobility,2013-03-30 03:53:36,True
u33,HomeMobility,2013-03-30 04:13:36,True
u33,HomeMobility,2013-03-30 04:33:36,True
u33,HomeMobility,2013-03-30 04:53:36,True
u33,HomeMobility,2013-03-30 05:13:36,True
u33,HomeMobility,2013-03-30 05:33:36,True
u33,HomeMobility,2013-03-30 05:53:36,True
u33,HomeMobility,2013-03-30 06:13:36,True
u33,HomeMobility,2013-03-30 06:33:36,True
u33,HomeMobility,2013-03-30 06:53:36,True
u33,HomeMobility,2013-03-30 07:13:36,True
u33,HomeMobility,2013-03-30 07:33:36,True
u33,HomeMobility,2013-03-30 07:53:36,True
u33,HomeMobility,2013-03-30 08:13:36,True
u33,HomeMobility,2013-03-30 08:33:36,True
u33,HomeMobility,2013-03-30 08:53:36,True
u33,HomeMobility,2013-03-30 09:13:36,True
u33,HomeMobility,2013-03-30 09:33:36,True
u33,HomeMobility,2013-03-30 09:53:36,True
u33,HomeMobility,2013-03-30 10:13:36,True
u33,HomeMobility,2013-03-30 10:33:36,True
u33,HomeMobility,2013-03-30 10:53:36,True
u33,HomeMobility,2013-03-30 11:13:36,True
u33,HomeMobility,2013-03-30 11:33:36,True
u33,HomeMobility,2013-03-30 11:53:36,True
u33,HomeMobility,2013-03-30 12:13:36,False
u33,HomeMobility,2013-03-30 12:33:36,False
u33,HomeMobility,2013-03-30 12:53:36,False
u33,HomeMobility,2013-03-30 13:13:36,False
u33,HomeMobility,2013-03-30 13:33:36,False
u33,HomeMobility,2013-03-30 13:53:36,False
u33,HomeMobility,2013-03-30 14:13:36,False
u33,HomeMobility,2013-03-30 14:33:36,False
u33,HomeMobility,2013-03-30 14:43:43,False
u33,HomeMobility,2013-03-30 15:18:48,False
u33,HomeMobility,2013-03-30 15:53:36,True
u33,HomeMobility,2013-03-30 16:13:36,True
u33,HomeMobility,2013-03-30 16:33:36,True
u33,HomeMobility,2013-03-30 16:53:36,True
u33,HomeMobility,2013-03-30 17:13:36,True
u33,HomeMobility,2013-03-30 17:33:36,True
u33,HomeMobility,2013-03-30 17:53:36,True
u33,HomeMobility,2013-03-30 18:13:36,True
u33,HomeMobility,2013-03-30 18:33:36,True
u33,HomeMobility,2013-03-30 18:53:36,True
u33,HomeMobility,2013-03-30 19:13:36,True
u33,HomeMobility,2013-03-30 19:33:36,True
u33,HomeMobility,2013-03-30 19:53:36,True
u33,HomeMobility,2013-03-30 20:13:36,True
u33,HomeMobility,2013-03-30 20:33:36,True
u33,HomeMobility,2013-03-30 20:53:36,True
u33,HomeMobility,2013-03-30 21:13:36,True
u33,HomeMobility,2013-03-30 21:33:36,True
u33,HomeMobility,2013-03-30 21:53:36,True
u33,HomeMobility,2013-03-30 22:13:36,True
u33,HomeMobility,2013-03-30 22:33:36,True
u33,HomeMobility,2013-03-30 22:53:36,True
u33,HomeMobility,2013-03-30 23:13:36,True
u33,HomeMobility,2013-03-30 23:33:36,True
u33,HomeMobility,2013-03-30 23:53:36,True
u33,HomeMobility,2013-03-31 00:13:36,True
u33,HomeMobility,2013-03-31 00:33:36,True
u33,HomeMobility,2013-03-31 00:53:36,True
u33,HomeMobility,2013-03-31 01:13:36,True
u33,HomeMobility,2013-03-31 01:33:36,True
u33,HomeMobility,2013-03-31 01:53:36,True
u33,HomeMobility,2013-03-31 02:13:36,True
u33,HomeMobility,2013-03-31 02:33:36,True
u33,HomeMobility,2013-03-31 02:53:36,True
u33,HomeMobility,2013-03-31 03:13:36,True
u33,HomeMobility,2013-03-31 03:33:36,True
u33,HomeMobility,2013-03-31 03:53:36,True
u33,HomeMobility,2013-03-31 04:13:36,True
u33,HomeMobility,2013-03-31 04:33:36,True
u33,HomeMobility,2013-03-31 04:53:36,True
u33,HomeMobility,2013-03-31 05:13:36,True
u33,HomeMobility,2013-03-31 05:33:36,True
u33,HomeMobility,2013-03-31 05:53:36,True
