uid,eventType,datetime,home_stay
u34,HomeMobility,2013-03-27 00:09:11,False
u34,HomeMobility,2013-03-27 00:29:11,False
u34,HomeMobility,2013-03-27 00:49:11,False
u34,HomeMobility,2013-03-27 01:09:11,False
u34,HomeMobility,2013-03-27 01:29:11,False
u34,HomeMobility,2013-03-27 01:49:11,False
u34,HomeMobility,2013-03-27 02:09:11,False
u34,HomeMobility,2013-03-27 02:29:11,False
u34,HomeMobility,2013-03-27 02:49:11,False
u34,HomeMobility,2013-03-27 03:09:11,False
u34,HomeMobility,2013-03-27 03:29:11,False
u34,HomeMobility,2013-03-27 03:49:11,False
u34,HomeMobility,2013-03-27 04:09:11,False
u34,HomeMobility,2013-03-27 04:29:11,False
u34,HomeMobility,2013-03-27 04:49:11,False
u34,HomeMobility,2013-03-27 05:09:11,False
u34,HomeMobility,2013-03-27 05:29:11,False
u34,HomeMobility,2013-03-27 05:49:11,False
u34,HomeMobility,2013-03-27 06:09:11,False
u34,HomeMobility,2013-03-27 06:29:11,False
u34,HomeMobility,2013-03-27 06:49:11,False
u34,HomeMobility,2013-03-27 07:09:11,False
u34,HomeMobility,2013-03-27 07:29:11,False
u34,HomeMobility,2013-03-27 07:49:11,False
u34,HomeMobility,2013-03-27 08:09:11,False
u34,HomeMobility,2013-03-27 08:29:11,False
u34,HomeMobility,2013-03-27 08:49:11,False
u34,HomeMobility,2013-03-27 09:09:11,False
u34,HomeMobility,2013-03-27 09:29:11,False
u34,HomeMobility,2013-03-27 09:49:11,False
u34,HomeMobility,2013-03-27 10:09:11,False
u34,HomeMobility,2013-03-27 10:29:11,False
u34,HomeMobility,2013-03-27 10:49:11,False
u34,HomeMobility,2013-03-27 11:09:11,False
u34,HomeMobility,2013-03-27 11:29:11,False
u34,HomeMobility,2013-03-27 11:49:11,False
u34,HomeMobility,2013-03-27 12:09:11,False
u34,HomeMobility,2013-03-27 12:29:11,False
u34,HomeMobility,2013-03-27 12:49:11,False
u34,HomeMobility,2013-03-27 13:09:11,False
u34,HomeMobility,2013-03-27 13:29:11,False
u34,HomeMobility,2013-03-27 13:49:11,False
u34,HomeMobility,2013-03-27 14:09:11,False
u34,HomeMobility,2013-03-27 15:08:12,False
u34,HomeMobility,2013-03-27 18:54:32,False
u34,HomeMobility,2013-03-27 19:10:28,False
u34,HomeMobility,2013-03-27 19:27:49,False
u34,HomeMobility,2013-03-27 19:54:42,False
u34,HomeMobility,2013-03-28 01:14:40,True
u34,HomeMobility,2013-03-28 02:14:40,True
