uid,eventType,datetime,home_stay
u42,HomeMobility,2013-03-27 14:44:25,False
u42,HomeMobility,2013-03-27 15:14:06,False
u42,HomeMobility,2013-03-31 16:07:25,False
u42,HomeMobility,2013-03-31 16:27:25,False
u42,HomeMobility,2013-03-31 16:47:25,False
u42,HomeMobility,2013-03-31 17:07:25,False
u42,HomeMobility,2013-03-31 17:27:25,False
u42,HomeMobility,2013-03-31 17:47:25,False
u42,HomeMobility,2013-03-31 18:07:25,False
u42,HomeMobility,2013-03-31 18:27:25,False
u42,HomeMobility,2013-03-31 18:47:25,False
u42,HomeMobility,2013-03-31 19:07:25,False
u42,HomeMobility,2013-03-31 19:27:25,False
u42,HomeMobility,2013-03-31 19:47:25,False
u42,HomeMobility,2013-03-31 20:07:25,False
u42,HomeMobility,2013-03-31 20:27:25,False
u42,HomeMobility,2013-03-31 20:47:26,False
u42,HomeMobility,2013-03-31 21:07:25,False
u42,HomeMobility,2013-03-31 21:27:25,False
u42,HomeMobility,2013-03-31 21:47:25,False
u42,HomeMobility,2013-03-31 22:07:25,False
u42,HomeMobility,2013-03-31 22:27:25,False
u42,HomeMobility,2013-03-31 22:47:25,False
u42,HomeMobility,2013-03-31 23:07:25,False
u42,HomeMobility,2013-03-31 23:27:25,False
u42,HomeMobility,2013-03-31 23:47:25,False
u42,HomeMobility,2013-04-01 00:07:25,False
u42,HomeMobility,2013-04-01 00:27:25,False
u42,HomeMobility,2013-04-01 00:47:25,False
u42,HomeMobility,2013-04-01 01:07:25,False
u42,HomeMobility,2013-04-01 01:27:25,False
u42,HomeMobility,2013-04-01 01:47:25,False
u42,HomeMobility,2013-04-01 02:07:25,False
u42,HomeMobility,2013-04-01 02:27:25,False
u42,HomeMobility,2013-04-01 02:47:25,False
u42,HomeMobility,2013-04-01 03:07:25,False
u42,HomeMobility,2013-04-01 03:27:25,False
u42,HomeMobility,2013-04-01 03:47:25,False
u42,HomeMobility,2013-04-01 04:07:25,False
u42,HomeMobility,2013-04-01 04:27:25,False
u42,HomeMobility,2013-04-01 04:47:25,False
u42,HomeMobility,2013-04-01 05:07:25,False
u42,HomeMobility,2013-04-01 05:27:25,False
u42,HomeMobility,2013-04-01 05:47:25,False
u42,HomeMobility,2013-04-01 06:07:25,False
u42,HomeMobility,2013-04-01 06:27:25,False
u42,HomeMobility,2013-04-01 06:47:25,False
u42,HomeMobility,2013-04-01 07:07:25,False
u42,HomeMobility,2013-04-01 07:27:25,False
u42,HomeMobility,2013-04-01 07:47:25,False
u42,HomeMobility,2013-04-01 08:07:25,False
u42,HomeMobility,2013-04-01 08:27:25,False
u42,HomeMobility,2013-04-01 08:47:25,False
u42,HomeMobility,2013-04-01 09:07:25,False
u42,HomeMobility,2013-04-01 09:27:25,False
u42,HomeMobility,2013-04-01 09:47:25,False
u42,HomeMobility,2013-04-01 10:07:25,False
u42,HomeMobility,2013-04-01 10:27:25,False
u42,HomeMobility,2013-04-01 10:47:25,False
u42,HomeMobility,2013-04-01 11:07:25,False
u42,HomeMobility,2013-04-01 11:27:25,False
u42,HomeMobility,2013-04-01 11:47:25,False
u42,HomeMobility,2013-04-01 12:07:25,False
u42,HomeMobility,2013-04-01 12:27:25,False
u42,HomeMobility,2013-04-01 12:47:25,False
u42,HomeMobility,2013-04-01 13:07:25,False
u42,HomeMobility,2013-04-01 13:27:25,False
u42,HomeMobility,2013-04-01 13:47:25,False
u42,HomeMobility,2013-04-01 14:07:25,False
u42,HomeMobility,2013-04-01 14:27:25,False
u42,HomeMobility,2013-04-01 14:47:25,False
u42,HomeMobility,2013-04-01 15:07:25,False
u42,HomeMobility,2013-04-01 15:27:25,False
u42,HomeMobility,2013-04-01 15:47:25,False
u42,HomeMobility,2013-04-01 16:07:25,False
u42,HomeMobility,2013-04-01 16:27:25,False
u42,HomeMobility,2013-04-01 16:47:25,False
u42,HomeMobility,2013-04-01 17:07:25,False
u42,HomeMobility,2013-04-01 17:27:25,False
u42,HomeMobility,2013-04-01 17:47:25,False
u42,HomeMobility,2013-04-01 18:07:29,False
u42,HomeMobility,2013-04-02 00:07:27,False
u42,HomeMobility,2013-04-02 00:47:27,True
u42,HomeMobility,2013-04-02 01:07:26,True
u42,HomeMobility,2013-04-02 04:47:25,True
u42,HomeMobility,2013-04-02 05:07:25,True
u42,HomeMobility,2013-04-02 05:27:25,True
u42,HomeMobility,2013-04-02 05:47:25,True
u42,HomeMobility,2013-04-02 06:07:25,True
u42,HomeMobility,2013-04-02 06:27:25,True
u42,HomeMobility,2013-04-02 06:47:25,True
u42,HomeMobility,2013-04-02 07:07:25,True
u42,HomeMobility,2013-04-02 07:27:25,True
u42,HomeMobility,2013-04-02 07:47:25,True
u42,HomeMobility,2013-04-02 08:07:25,True
u42,HomeMobility,2013-04-02 08:27:25,True
u42,HomeMobility,2013-04-02 08:47:25,True
u42,HomeMobility,2013-04-02 09:07:25,True
u42,HomeMobility,2013-04-02 09:27:25,True
u42,HomeMobility,2013-04-02 09:47:25,True
u42,HomeMobility,2013-04-02 10:07:25,True
u42,HomeMobility,2013-04-02 10:27:25,True
u42,HomeMobility,2013-04-02 10:47:25,True
u42,HomeMobility,2013-04-02 11:07:25,True
u42,HomeMobility,2013-04-02 11:27:25,True
u42,HomeMobility,2013-04-02 11:47:25,True
u42,HomeMobility,2013-04-02 12:07:22,False
u42,HomeMobility,2013-04-02 12:47:23,False
u42,HomeMobility,2013-04-02 13:47:26,False
