uid,eventType,datetime,home_stay
u45,HomeMobility,2013-03-27 14:57:34,False
u45,HomeMobility,2013-03-27 15:17:46,False
u45,HomeMobility,2013-04-01 17:45:43,False
u45,HomeMobility,2013-04-01 18:05:42,False
u45,HomeMobility,2013-04-01 18:06:41,False
u45,HomeMobility,2013-04-01 19:25:45,False
u45,HomeMobility,2013-04-01 19:45:44,False
u45,HomeMobility,2013-04-01 20:05:45,False
u45,HomeMobility,2013-04-01 20:25:43,False
u45,HomeMobility,2013-04-02 00:03:17,False
u45,HomeMobility,2013-04-02 02:45:44,True
u45,HomeMobility,2013-04-02 03:05:42,True
u45,HomeMobility,2013-04-02 03:25:42,True
u45,HomeMobility,2013-04-02 03:45:43,True
u45,HomeMobility,2013-04-02 04:05:42,False
u45,HomeMobility,2013-04-02 04:25:42,True
u45,HomeMobility,2013-04-02 04:45:42,True
u45,HomeMobility,2013-04-02 05:05:42,True
u45,HomeMobility,2013-04-02 05:25:43,True
u45,HomeMobility,2013-04-02 05:45:43,True
u45,HomeMobility,2013-04-02 06:05:43,True
u45,HomeMobility,2013-04-02 06:25:42,True
u45,HomeMobility,2013-04-02 06:45:40,True
u45,HomeMobility,2013-04-02 07:05:40,True
u45,HomeMobility,2013-04-02 07:25:42,True
u45,HomeMobility,2013-04-02 07:45:42,True
u45,HomeMobility,2013-04-02 08:05:42,True
u45,HomeMobility,2013-04-02 08:25:42,True
u45,HomeMobility,2013-04-02 08:45:42,True
u45,HomeMobility,2013-04-02 09:05:42,True
u45,HomeMobility,2013-04-02 09:25:42,True
u45,HomeMobility,2013-04-02 09:45:41,True
u45,HomeMobility,2013-04-02 10:05:41,True
u45,HomeMobility,2013-04-02 10:25:41,True
u45,HomeMobility,2013-04-02 10:45:42,True
u45,HomeMobility,2013-04-02 11:05:42,True
u45,HomeMobility,2013-04-02 11:25:41,True
u45,HomeMobility,2013-04-02 11:44:44,False
u45,HomeMobility,2013-04-02 12:05:37,False
u45,HomeMobility,2013-04-02 12:24:05,False
u45,HomeMobility,2013-04-02 12:29:55,False
u45,HomeMobility,2013-04-02 12:47:57,False
u45,HomeMobility,2013-04-02 13:39:55,False
u45,HomeMobility,2013-04-02 13:55:04,False
u45,HomeMobility,2013-04-02 15:59:05,False
u45,HomeMobility,2013-04-02 17:05:35,False
u45,HomeMobility,2013-04-02 17:25:20,False
u45,HomeMobility,2013-04-02 17:45:35,False
u45,HomeMobility,2013-04-02 18:05:35,False
u45,HomeMobility,2013-04-02 18:25:33,False
u45,HomeMobility,2013-04-02 18:42:34,False
u45,HomeMobility,2013-04-02 19:05:21,False
u45,HomeMobility,2013-04-02 19:17:59,False
u45,HomeMobility,2013-04-02 21:42:15,False
u45,HomeMobility,2013-04-03 00:25:42,True
u45,HomeMobility,2013-04-03 00:45:42,True
u45,HomeMobility,2013-04-03 01:05:42,True
u45,HomeMobility,2013-04-03 01:25:45,True
u45,HomeMobility,2013-04-03 01:45:42,True
