uid,eventType,datetime,home_stay
u22,HomeMobility,2013-03-27 00:04:31,True
u22,HomeMobility,2013-03-27 00:24:32,True
u22,HomeMobility,2013-03-27 00:44:31,True
u22,HomeMobility,2013-03-27 01:04:31,True
u22,HomeMobility,2013-03-27 01:24:31,True
u22,HomeMobility,2013-03-27 01:44:31,True
u22,HomeMobility,2013-03-27 02:04:31,True
u22,HomeMobility,2013-03-27 02:24:31,True
u22,HomeMobility,2013-03-27 02:44:31,True
u22,HomeMobility,2013-03-27 03:04:31,True
u22,HomeMobility,2013-03-27 03:24:31,True
u22,HomeMobility,2013-03-27 03:44:31,True
u22,HomeMobility,2013-03-27 04:04:31,True
u22,HomeMobility,2013-03-27 04:24:31,True
u22,HomeMobility,2013-03-27 04:44:31,True
u22,HomeMobility,2013-03-27 05:04:31,True
u22,HomeMobility,2013-03-27 05:24:31,True
u22,HomeMobility,2013-03-27 05:44:31,True
u22,HomeMobility,2013-03-27 06:04:31,True
u22,HomeMobility,2013-03-27 06:24:31,True
u22,HomeMobility,2013-03-27 06:44:31,True
u22,HomeMobility,2013-03-27 07:04:31,True
u22,HomeMobility,2013-03-27 07:24:31,True
u22,HomeMobility,2013-03-27 07:44:31,True
u22,HomeMobility,2013-03-27 08:04:31,True
u22,HomeMobility,2013-03-27 08:24:31,True
u22,HomeMobility,2013-03-27 08:44:31,True
u22,HomeMobility,2013-03-27 09:04:31,True
u22,HomeMobility,2013-03-27 09:24:31,True
u22,HomeMobility,2013-03-27 09:44:31,True
u22,HomeMobility,2013-03-27 10:04:33,False
u22,HomeMobility,2013-03-27 10:24:31,False
u22,HomeMobility,2013-03-27 10:44:31,False
u22,HomeMobility,2013-03-27 11:04:31,False
u22,HomeMobility,2013-03-27 11:24:32,False
u22,HomeMobility,2013-03-27 11:44:31,False
u22,HomeMobility,2013-03-27 12:04:31,False
u22,HomeMobility,2013-03-27 12:24:32,False
u22,HomeMobility,2013-03-27 12:44:31,False
u22,HomeMobility,2013-03-27 13:04:31,False
u22,HomeMobility,2013-03-27 13:24:31,False
u22,HomeMobility,2013-03-27 13:44:32,False
u22,HomeMobility,2013-03-27 14:03:54,False
u22,HomeMobility,2013-03-27 14:24:31,True
u22,HomeMobility,2013-03-27 14:44:31,True
