uid,eventType,datetime,home_stay
u13,HomeMobility,2013-03-28 21:14:58,False
u13,HomeMobility,2013-03-29 00:13:44,True
u13,HomeMobility,2013-03-29 00:33:43,True
u13,HomeMobility,2013-03-29 00:53:43,True
u13,HomeMobility,2013-03-29 01:13:43,True
u13,HomeMobility,2013-03-29 01:33:43,True
u13,HomeMobility,2013-03-29 01:53:43,True
u13,HomeMobility,2013-03-29 02:13:43,True
u13,HomeMobility,2013-03-29 02:33:46,True
u13,HomeMobility,2013-03-29 02:53:43,True
u13,HomeMobility,2013-03-29 03:13:43,True
u13,HomeMobility,2013-03-29 03:33:43,True
u13,HomeMobility,2013-03-29 03:53:43,True
u13,HomeMobility,2013-03-29 04:13:43,True
u13,HomeMobility,2013-03-29 04:33:43,True
u13,HomeMobility,2013-03-29 04:53:43,True
u13,HomeMobility,2013-03-29 05:13:43,True
u13,HomeMobility,2013-03-29 05:33:43,True
u13,HomeMobility,2013-03-29 05:53:43,True
u13,HomeMobility,2013-03-29 06:13:43,True
u13,HomeMobility,2013-03-29 06:33:43,True
u13,HomeMobility,2013-03-29 06:53:43,True
u13,HomeMobility,2013-03-29 07:13:43,True
u13,HomeMobility,2013-03-29 07:33:43,True
u13,HomeMobility,2013-03-29 07:53:43,True
u13,HomeMobility,2013-03-29 08:13:43,True
u13,HomeMobility,2013-03-29 08:33:43,True
u13,HomeMobility,2013-03-29 08:53:43,True
u13,HomeMobility,2013-03-29 09:13:43,True
u13,HomeMobility,2013-03-29 09:33:43,True
u13,HomeMobility,2013-03-29 09:51:58,False
u13,HomeMobility,2013-03-29 10:13:43,False
u13,HomeMobility,2013-03-29 10:33:43,False
u13,HomeMobility,2013-03-29 10:53:43,False
u13,HomeMobility,2013-03-29 11:13:43,False
u13,HomeMobility,2013-03-29 11:33:43,False
u13,HomeMobility,2013-03-29 11:53:43,False
u13,HomeMobility,2013-03-29 12:13:43,False
u13,HomeMobility,2013-03-29 12:33:43,False
u13,HomeMobility,2013-03-29 12:53:43,False
u13,HomeMobility,2013-03-29 13:13:43,False
u13,HomeMobility,2013-03-29 13:33:43,False
u13,HomeMobility,2013-03-29 13:53:43,False
u13,HomeMobility,2013-03-29 14:13:43,False
u13,HomeMobility,2013-03-29 14:33:43,False
u13,HomeMobility,2013-03-29 14:53:43,False
u13,HomeMobility,2013-03-29 15:13:43,False
u13,HomeMobility,2013-03-29 15:33:43,False
u13,HomeMobility,2013-03-29 15:53:43,False
u13,HomeMobility,2013-03-29 16:13:43,False
u13,HomeMobility,2013-03-29 16:33:43,False
u13,HomeMobility,2013-03-29 16:53:43,False
u13,HomeMobility,2013-03-29 17:13:43,False
u13,HomeMobility,2013-03-29 17:33:43,False
u13,HomeMobility,2013-03-29 17:53:43,False
u13,HomeMobility,2013-03-29 18:13:43,False
u13,HomeMobility,2013-03-29 18:33:43,False
u13,HomeMobility,2013-03-29 18:53:43,False
u13,HomeMobility,2013-03-29 19:13:43,False
u13,HomeMobility,2013-03-29 19:33:43,False
u13,HomeMobility,2013-03-29 19:53:43,False
u13,HomeMobility,2013-03-29 21:53:44,False
u13,HomeMobility,2013-03-29 22:13:43,False
u13,HomeMobility,2013-03-29 22:53:43,False
u13,HomeMobility,2013-03-29 23:13:43,False
u13,HomeMobility,2013-03-29 23:33:43,False
u13,HomeMobility,2013-03-29 23:53:43,False
u13,HomeMobility,2013-03-30 00:13:43,False
u13,HomeMobility,2013-03-30 00:13:44,False
u13,HomeMobility,2013-03-30 00:53:43,True
u13,HomeMobility,2013-03-30 01:13:43,True
u13,HomeMobility,2013-03-30 01:33:43,True
u13,HomeMobility,2013-03-30 01:53:43,True
u13,HomeMobility,2013-03-30 02:13:43,True
u13,HomeMobility,2013-03-30 02:33:43,True
u13,HomeMobility,2013-03-30 02:53:43,True
u13,HomeMobility,2013-03-30 03:13:45,True
u13,HomeMobility,2013-03-30 03:33:43,True
u13,HomeMobility,2013-03-30 03:53:43,True
u13,HomeMobility,2013-03-30 04:13:43,True
u13,HomeMobility,2013-03-30 04:33:43,True
u13,HomeMobility,2013-03-30 04:53:43,True
u13,HomeMobility,2013-03-30 05:13:43,True
u13,HomeMobility,2013-03-30 05:33:43,True
u13,HomeMobility,2013-03-30 05:53:43,True
u13,HomeMobility,2013-03-30 06:13:43,True
u13,HomeMobility,2013-03-30 06:33:43,True
u13,HomeMobility,2013-03-30 06:53:43,True
u13,HomeMobility,2013-03-30 07:13:43,True
u13,HomeMobility,2013-03-30 07:33:43,True
u13,HomeMobility,2013-03-30 07:53:43,True
u13,HomeMobility,2013-03-30 08:13:43,True
u13,HomeMobility,2013-03-30 08:33:43,True
u13,HomeMobility,2013-03-30 08:53:43,True
u13,HomeMobility,2013-03-30 09:13:43,True
u13,HomeMobility,2013-03-30 09:33:43,True
u13,HomeMobility,2013-03-30 09:53:44,True
u13,HomeMobility,2013-03-30 10:13:43,True
u13,HomeMobility,2013-03-30 10:33:43,True
u13,HomeMobility,2013-03-30 10:53:43,True
u13,HomeMobility,2013-03-30 11:13:43,True
u13,HomeMobility,2013-03-30 11:33:43,True
u13,HomeMobility,2013-03-30 11:53:43,True
