uid,typeEvent,inference,startDate,endDate,duration
u57,Physical activity,0,2013-03-27 00:01:00,2013-03-27 09:18:03,33423
u57,Physical activity,3,2013-03-27 09:18:05,2013-03-27 09:18:08,3
u57,Physical activity,0,2013-03-27 09:18:10,2013-03-27 09:30:11,721
u57,Physical activity,3,2013-03-27 09:30:14,2013-03-27 09:30:14,0
u57,Physical activity,0,2013-03-27 09:30:16,2013-03-27 09:30:16,0
u57,Physical activity,3,2013-03-27 09:30:19,2013-03-27 09:30:21,2
u57,Physical activity,0,2013-03-27 09:30:24,2013-03-27 09:41:39,675
u57,Physical activity,2,2013-03-27 09:41:42,2013-03-27 09:58:25,1003
u57,Physical activity,1,2013-03-27 09:58:27,2013-03-27 10:01:45,198
u57,Physical activity,3,2013-03-27 10:01:50,2013-03-27 10:02:08,18
u57,Physical activity,1,2013-03-27 10:02:13,2013-03-27 10:02:13,0
u57,Physical activity,0,2013-03-27 10:02:26,2013-03-27 10:29:50,1644
u57,Physical activity,3,2013-03-27 10:29:52,2013-03-27 10:30:08,16
u57,Physical activity,0,2013-03-27 10:30:10,2013-03-27 10:30:21,11
u57,Physical activity,3,2013-03-27 10:30:23,2013-03-27 10:30:31,8
u57,Physical activity,0,2013-03-27 10:30:34,2013-03-27 10:33:41,187
u57,Physical activity,3,2013-03-27 10:33:44,2013-03-27 10:33:49,5
u57,Physical activity,0,2013-03-27 10:33:52,2013-03-27 10:42:36,524
u57,Physical activity,3,2013-03-27 10:42:39,2013-03-27 10:46:12,213
u57,Physical activity,0,2013-03-27 10:46:15,2013-03-27 10:46:27,12
u57,Physical activity,3,2013-03-27 10:46:30,2013-03-27 10:46:35,5
u57,Physical activity,0,2013-03-27 10:46:38,2013-03-27 10:53:52,434
u57,Physical activity,3,2013-03-27 10:53:55,2013-03-27 10:53:55,0
u57,Physical activity,0,2013-03-27 10:53:58,2013-03-27 11:01:56,478
u57,Physical activity,3,2013-03-27 11:01:59,2013-03-27 11:05:45,226
u57,Physical activity,0,2013-03-27 11:05:53,2013-03-27 11:05:55,2
u57,Physical activity,1,2013-03-27 11:05:58,2013-03-27 11:06:14,16
u57,Physical activity,3,2013-03-27 11:06:16,2013-03-27 11:06:21,5
u57,Physical activity,1,2013-03-27 11:06:24,2013-03-27 11:13:45,441
u57,Physical activity,2,2013-03-27 11:13:48,2013-03-27 11:18:00,252
u57,Physical activity,1,2013-03-27 11:18:02,2013-03-27 11:18:08,6
u57,Physical activity,2,2013-03-27 11:18:10,2013-03-27 11:18:26,16
u57,Physical activity,1,2013-03-27 11:18:28,2013-03-27 11:18:31,3
u57,Physical activity,2,2013-03-27 11:18:33,2013-03-27 11:21:44,191
u57,Physical activity,1,2013-03-27 11:21:46,2013-03-27 11:22:19,33
u57,Physical activity,0,2013-03-27 11:22:22,2013-03-27 11:22:25,3
u57,Physical activity,1,2013-03-27 11:22:27,2013-03-27 11:22:30,3
u57,Physical activity,0,2013-03-27 11:22:32,2013-03-27 11:26:19,227
u57,Physical activity,3,2013-03-27 11:26:21,2013-03-27 11:26:31,10
u57,Physical activity,0,2013-03-27 11:26:34,2013-03-27 11:30:28,234
u57,Physical activity,3,2013-03-27 11:30:30,2013-03-27 11:30:41,11
u57,Physical activity,0,2013-03-27 11:33:48,2013-03-27 11:34:33,45
u57,Physical activity,1,2013-03-27 11:37:43,2013-03-27 11:37:46,3
u57,Physical activity,0,2013-03-27 11:37:49,2013-03-27 11:46:14,505
u57,Physical activity,3,2013-03-27 11:46:17,2013-03-27 11:46:19,2
u57,Physical activity,1,2013-03-27 11:46:22,2013-03-27 11:46:22,0
u57,Physical activity,3,2013-03-27 11:46:24,2013-03-27 11:46:30,6
u57,Physical activity,1,2013-03-27 11:46:32,2013-03-27 11:46:40,8
u57,Physical activity,0,2013-03-27 11:46:42,2013-03-27 11:54:15,453
u57,Physical activity,1,2013-03-27 11:54:17,2013-03-27 11:54:30,13
u57,Physical activity,3,2013-03-27 11:54:33,2013-03-27 11:54:41,8
u57,Physical activity,0,2013-03-27 11:57:43,2013-03-27 11:58:37,54
u57,Physical activity,3,2013-03-27 11:58:40,2013-03-27 11:58:40,0
u57,Physical activity,0,2013-03-27 12:01:45,2013-03-27 12:05:52,247
u57,Physical activity,1,2013-03-27 12:05:59,2013-03-27 12:06:05,6
u57,Physical activity,0,2013-03-27 12:06:07,2013-03-27 12:06:07,0
u57,Physical activity,1,2013-03-27 12:06:10,2013-03-27 12:06:10,0
u57,Physical activity,0,2013-03-27 12:06:13,2013-03-27 12:06:18,5
u57,Physical activity,3,2013-03-27 12:06:21,2013-03-27 12:06:23,2
u57,Physical activity,0,2013-03-27 12:06:26,2013-03-27 12:06:26,0
u57,Physical activity,3,2013-03-27 12:06:28,2013-03-27 12:06:34,6
u57,Physical activity,0,2013-03-27 12:06:39,2013-03-27 12:09:58,199
u57,Physical activity,3,2013-03-27 12:10:00,2013-03-27 12:10:03,3
u57,Physical activity,0,2013-03-27 12:10:05,2013-03-27 12:10:29,24
u57,Physical activity,1,2013-03-27 12:10:32,2013-03-27 12:13:47,195
u57,Physical activity,2,2013-03-27 12:13:50,2013-03-27 12:17:47,237
u57,Physical activity,1,2013-03-27 12:17:49,2013-03-27 12:17:54,5
u57,Physical activity,0,2013-03-27 12:17:57,2013-03-27 12:18:07,10
u57,Physical activity,3,2013-03-27 12:18:10,2013-03-27 12:18:10,0
u57,Physical activity,0,2013-03-27 12:18:12,2013-03-27 12:22:09,237
u57,Physical activity,1,2013-03-27 12:22:11,2013-03-27 12:22:11,0
u57,Physical activity,0,2013-03-27 12:22:14,2013-03-27 12:22:17,3
u57,Physical activity,1,2013-03-27 12:22:19,2013-03-27 12:22:19,0
u57,Physical activity,0,2013-03-27 12:22:22,2013-03-27 12:26:00,218
u57,Physical activity,3,2013-03-27 12:26:03,2013-03-27 12:26:29,26
u57,Physical activity,0,2013-03-27 12:26:31,2013-03-27 12:30:10,219
u57,Physical activity,3,2013-03-27 12:30:12,2013-03-27 12:30:20,8
u57,Physical activity,0,2013-03-27 12:30:23,2013-03-27 12:30:33,10
u57,Physical activity,3,2013-03-27 12:30:36,2013-03-27 12:30:36,0
u57,Physical activity,1,2013-03-27 12:30:38,2013-03-27 12:30:38,0
u57,Physical activity,0,2013-03-27 12:33:46,2013-03-27 12:54:13,1227
u57,Physical activity,1,2013-03-27 12:54:16,2013-03-27 12:54:16,0
u57,Physical activity,0,2013-03-27 12:54:18,2013-03-27 12:54:21,3
u57,Physical activity,1,2013-03-27 12:54:23,2013-03-27 12:54:36,13
u57,Physical activity,0,2013-03-27 12:54:39,2013-03-27 12:58:04,205
u57,Physical activity,3,2013-03-27 12:58:07,2013-03-27 12:58:12,5
u57,Physical activity,0,2013-03-27 12:58:15,2013-03-27 13:02:16,241
u57,Physical activity,3,2013-03-27 13:02:19,2013-03-27 13:02:29,10
u57,Physical activity,0,2013-03-27 13:02:32,2013-03-27 13:09:49,437
u57,Physical activity,3,2013-03-27 13:09:52,2013-03-27 13:09:52,0
u57,Physical activity,0,2013-03-27 13:09:54,2013-03-27 13:09:54,0
u57,Physical activity,3,2013-03-27 13:09:57,2013-03-27 13:14:01,244
u57,Physical activity,0,2013-03-27 13:14:04,2013-03-27 13:14:22,18
u57,Physical activity,3,2013-03-27 13:14:24,2013-03-27 13:17:52,208
u57,Physical activity,0,2013-03-27 13:17:55,2013-03-27 13:18:13,18
u57,Physical activity,1,2013-03-27 13:18:16,2013-03-27 13:18:18,2
u57,Physical activity,0,2013-03-27 13:18:21,2013-03-27 13:18:21,0
u57,Physical activity,3,2013-03-27 13:18:23,2013-03-27 13:18:39,16
u57,Physical activity,0,2013-03-27 13:21:44,2013-03-27 13:26:01,257
u57,Physical activity,3,2013-03-27 13:26:06,2013-03-27 13:26:06,0
u57,Physical activity,0,2013-03-27 13:26:09,2013-03-27 13:29:48,219
u57,Physical activity,2,2013-03-27 13:29:51,2013-03-27 13:37:54,483
u57,Physical activity,0,2013-03-27 13:37:59,2013-03-27 13:38:12,13
u57,Physical activity,1,2013-03-27 13:38:15,2013-03-27 13:38:25,10
u57,Physical activity,0,2013-03-27 13:38:28,2013-03-27 14:34:04,3336
u57,Physical activity,1,2013-03-27 14:34:06,2013-03-27 14:34:38,32
u57,Physical activity,0,2013-03-27 14:34:40,2013-03-27 14:37:52,192
u57,Physical activity,1,2013-03-27 14:37:54,2013-03-27 14:37:54,0
u57,Physical activity,0,2013-03-27 14:37:57,2013-03-27 14:37:57,0
u57,Physical activity,1,2013-03-27 14:38:00,2013-03-27 14:41:51,231
u57,Physical activity,0,2013-03-27 14:41:54,2013-03-27 14:53:56,722
u57,Physical activity,1,2013-03-27 14:53:58,2013-03-27 14:54:24,26
u57,Physical activity,2,2013-03-27 14:54:27,2013-03-27 14:58:36,249
u57,Physical activity,1,2013-03-27 14:58:39,2013-03-27 14:58:39,0
u57,Physical activity,2,2013-03-27 14:58:41,2013-03-27 15:01:52,191
u57,Physical activity,1,2013-03-27 15:01:55,2013-03-27 15:01:55,0
u57,Physical activity,2,2013-03-27 15:01:57,2013-03-27 15:01:57,0
u57,Physical activity,1,2013-03-27 15:02:02,2013-03-27 15:02:10,8
u57,Physical activity,3,2013-03-27 15:02:12,2013-03-27 15:02:20,8
u57,Physical activity,0,2013-03-27 15:02:23,2013-03-27 15:02:33,10
u57,Physical activity,3,2013-03-27 15:02:36,2013-03-27 15:02:36,0
u57,Physical activity,1,2013-03-27 15:02:38,2013-03-27 15:02:41,3
u57,Physical activity,0,2013-03-27 15:02:43,2013-03-27 15:17:49,906
u57,Physical activity,2,2013-03-27 15:17:52,2013-03-27 15:22:07,255
u57,Physical activity,1,2013-03-27 15:22:12,2013-03-27 15:25:48,216
u57,Physical activity,2,2013-03-27 15:25:51,2013-03-27 15:49:51,1440
u57,Physical activity,0,2013-03-27 15:49:53,2013-03-27 17:18:05,5292
u57,Physical activity,1,2013-03-27 17:18:20,2013-03-27 17:22:13,233
u57,Physical activity,2,2013-03-27 17:22:16,2013-03-27 17:22:39,23
u57,Physical activity,1,2013-03-27 17:22:41,2013-03-27 17:22:47,6
u57,Physical activity,2,2013-03-27 17:22:49,2013-03-27 17:25:59,190
u57,Physical activity,1,2013-03-27 17:26:02,2013-03-27 17:26:33,31
u57,Physical activity,2,2013-03-27 17:26:35,2013-03-27 17:26:46,11
u57,Physical activity,1,2013-03-27 17:26:48,2013-03-27 17:30:14,206
u57,Physical activity,0,2013-03-27 17:30:16,2013-03-27 17:30:24,8
u57,Physical activity,1,2013-03-27 17:30:27,2013-03-27 17:30:34,7
u57,Physical activity,2,2013-03-27 17:30:37,2013-03-27 17:34:31,234
u57,Physical activity,1,2013-03-27 17:34:33,2013-03-27 17:34:41,8
u57,Physical activity,2,2013-03-27 17:34:44,2013-03-27 17:38:02,198
u57,Physical activity,0,2013-03-27 17:38:04,2013-03-27 17:50:06,722
u57,Physical activity,1,2013-03-27 17:50:08,2013-03-27 17:50:11,3
u57,Physical activity,0,2013-03-27 17:50:14,2013-03-27 17:54:18,244
u57,Physical activity,3,2013-03-27 17:54:20,2013-03-27 17:54:20,0
u57,Physical activity,0,2013-03-27 17:54:23,2013-03-27 18:05:57,694
u57,Physical activity,1,2013-03-27 18:06:00,2013-03-27 18:06:38,38
u57,Physical activity,0,2013-03-27 18:06:41,2013-03-27 18:09:56,195
u57,Physical activity,1,2013-03-27 18:09:59,2013-03-27 18:09:59,0
u57,Physical activity,0,2013-03-27 18:10:02,2013-03-27 18:14:01,239
u57,Physical activity,1,2013-03-27 18:14:03,2013-03-27 18:14:13,10
u57,Physical activity,0,2013-03-27 18:14:16,2013-03-27 18:14:21,5
u57,Physical activity,1,2013-03-27 18:14:24,2013-03-27 18:14:26,2
u57,Physical activity,2,2013-03-27 18:14:29,2013-03-27 18:18:51,262
u57,Physical activity,0,2013-03-27 18:21:52,2013-03-27 18:21:52,0
u57,Physical activity,3,2013-03-27 18:21:55,2013-03-27 18:22:05,10
u57,Physical activity,0,2013-03-27 18:22:08,2013-03-27 18:22:21,13
u57,Physical activity,3,2013-03-27 18:22:23,2013-03-27 18:25:49,206
u57,Physical activity,0,2013-03-27 18:25:52,2013-03-27 18:38:02,730
u57,Physical activity,3,2013-03-27 18:38:05,2013-03-27 18:38:10,5
u57,Physical activity,0,2013-03-27 18:38:13,2013-03-27 18:38:13,0
u57,Physical activity,3,2013-03-27 18:38:15,2013-03-27 18:38:21,6
u57,Physical activity,0,2013-03-27 18:38:23,2013-03-27 18:52:02,819
u57,Physical activity,3,2013-03-27 18:52:05,2013-03-27 18:52:05,0
u57,Physical activity,0,2013-03-27 18:52:07,2013-03-27 21:20:18,8891
u57,Physical activity,3,2013-03-27 21:20:21,2013-03-27 21:20:21,0
u57,Physical activity,0,2013-03-27 21:20:23,2013-03-27 21:44:41,1458
u57,Physical activity,1,2013-03-27 21:44:44,2013-03-27 21:44:54,10
u57,Physical activity,3,2013-03-27 21:44:57,2013-03-27 21:44:59,2
u57,Physical activity,0,2013-03-27 21:45:02,2013-03-27 21:48:25,203
u57,Physical activity,1,2013-03-27 21:48:33,2013-03-27 21:48:51,18
u57,Physical activity,0,2013-03-27 21:48:54,2013-03-27 21:52:42,228
u57,Physical activity,3,2013-03-27 21:52:45,2013-03-27 21:52:45,0
u57,Physical activity,0,2013-03-27 21:52:48,2013-03-27 22:00:58,490
u57,Physical activity,3,2013-03-27 22:01:01,2013-03-27 22:01:01,0
u57,Physical activity,0,2013-03-27 22:01:03,2013-03-27 22:04:47,224
u57,Physical activity,3,2013-03-27 22:04:50,2013-03-27 22:04:52,2
u57,Physical activity,0,2013-03-27 22:04:55,2013-03-27 22:16:58,723
u57,Physical activity,3,2013-03-27 22:17:00,2013-03-27 22:17:06,6
u57,Physical activity,0,2013-03-27 22:20:08,2013-03-27 22:24:13,245
u57,Physical activity,3,2013-03-27 22:24:15,2013-03-27 22:24:20,5
u57,Physical activity,0,2013-03-27 22:24:23,2013-03-27 22:40:17,954
u57,Physical activity,3,2013-03-27 22:40:20,2013-03-27 22:40:27,7
