uid,typeEvent,inference,startDate,endDate,duration
u25,Physical activity,0,2013-03-27 13:08:28,2013-03-27 13:41:08,1960
u25,Physical activity,1,2013-03-27 13:41:11,2013-03-27 13:44:31,200
u25,Physical activity,0,2013-03-27 13:44:33,2013-03-27 13:44:33,0
u25,Physical activity,3,2013-03-27 13:44:36,2013-03-27 13:44:49,13
u25,Physical activity,1,2013-03-27 13:44:52,2013-03-27 13:44:52,0
u25,Physical activity,0,2013-03-27 13:44:54,2013-03-27 13:48:52,238
u25,Physical activity,2,2013-03-27 13:48:54,2013-03-27 13:49:02,8
u25,Physical activity,1,2013-03-27 13:49:05,2013-03-27 13:49:12,7
u25,Physical activity,2,2013-03-27 13:49:15,2013-03-27 13:49:20,5
u25,Physical activity,1,2013-03-27 13:49:23,2013-03-27 13:52:29,186
u25,Physical activity,2,2013-03-27 13:52:31,2013-03-27 13:56:44,253
u25,Physical activity,1,2013-03-27 13:56:46,2013-03-27 13:56:49,3
u25,Physical activity,2,2013-03-27 13:56:52,2013-03-27 13:57:07,15
u25,Physical activity,1,2013-03-27 13:57:10,2013-03-27 13:57:12,2
u25,Physical activity,0,2013-03-27 13:57:15,2013-03-27 16:01:06,7431
u25,Physical activity,3,2013-03-27 16:01:09,2013-03-27 16:01:11,2
u25,Physical activity,1,2013-03-27 16:01:16,2013-03-27 16:01:16,0
u25,Physical activity,0,2013-03-27 16:01:22,2013-03-27 16:04:37,195
u25,Physical activity,1,2013-03-27 16:04:40,2013-03-27 16:05:19,39
u25,Physical activity,2,2013-03-27 16:05:21,2013-03-27 16:09:00,219
u25,Physical activity,1,2013-03-27 16:09:03,2013-03-27 16:12:33,210
u25,Physical activity,0,2013-03-27 16:12:35,2013-03-27 16:12:41,6
u25,Physical activity,3,2013-03-27 16:12:43,2013-03-27 16:12:43,0
u25,Physical activity,0,2013-03-27 16:12:46,2013-03-27 16:12:46,0
u25,Physical activity,3,2013-03-27 16:12:48,2013-03-27 16:12:53,5
u25,Physical activity,0,2013-03-27 16:12:56,2013-03-27 16:12:56,0
u25,Physical activity,3,2013-03-27 16:12:59,2013-03-27 16:12:59,0
u25,Physical activity,0,2013-03-27 16:13:01,2013-03-27 17:12:55,3594
u25,Physical activity,1,2013-03-27 17:12:58,2013-03-27 17:13:00,2
u25,Physical activity,0,2013-03-27 17:13:03,2013-03-27 17:13:11,8
u25,Physical activity,1,2013-03-27 17:13:13,2013-03-27 17:16:34,201
u25,Physical activity,2,2013-03-27 17:16:37,2013-03-27 17:17:03,26
u25,Physical activity,1,2013-03-27 17:17:05,2013-03-27 17:17:10,5
u25,Physical activity,2,2013-03-27 17:17:13,2013-03-27 17:17:13,0
u25,Physical activity,1,2013-03-27 17:17:15,2013-03-27 17:20:36,201
u25,Physical activity,0,2013-03-27 17:20:39,2013-03-27 17:20:49,10
u25,Physical activity,1,2013-03-27 17:20:52,2013-03-27 17:21:00,8
u25,Physical activity,0,2013-03-27 17:21:05,2013-03-27 17:21:13,8
u25,Physical activity,1,2013-03-27 17:21:23,2013-03-27 17:24:38,195
u25,Physical activity,3,2013-03-27 17:24:40,2013-03-27 17:24:40,0
u25,Physical activity,0,2013-03-27 17:24:43,2013-03-27 17:24:53,10
u25,Physical activity,1,2013-03-27 17:24:56,2013-03-27 17:24:56,0
u25,Physical activity,3,2013-03-27 17:24:58,2013-03-27 17:25:01,3
u25,Physical activity,1,2013-03-27 17:25:04,2013-03-27 17:25:06,2
u25,Physical activity,3,2013-03-27 17:25:17,2013-03-27 17:25:17,0
u25,Physical activity,1,2013-03-27 17:25:19,2013-03-27 17:25:22,3
u25,Physical activity,3,2013-03-27 17:25:25,2013-03-27 17:25:25,0
u25,Physical activity,0,2013-03-27 17:28:28,2013-03-27 17:28:48,20
u25,Physical activity,1,2013-03-27 17:28:51,2013-03-27 17:32:45,234
u25,Physical activity,0,2013-03-27 17:32:48,2013-03-27 17:32:50,2
u25,Physical activity,1,2013-03-27 17:32:53,2013-03-27 17:32:55,2
u25,Physical activity,0,2013-03-27 17:32:58,2013-03-27 17:36:29,211
u25,Physical activity,1,2013-03-27 17:36:32,2013-03-27 17:36:42,10
u25,Physical activity,0,2013-03-27 17:36:45,2013-03-27 17:36:55,10
u25,Physical activity,1,2013-03-27 17:36:58,2013-03-27 17:37:11,13
u25,Physical activity,0,2013-03-27 17:37:13,2013-03-27 17:40:43,210
u25,Physical activity,1,2013-03-27 17:40:45,2013-03-27 17:44:37,232
u25,Physical activity,0,2013-03-27 17:44:40,2013-03-27 17:48:57,257
u25,Physical activity,3,2013-03-27 17:49:00,2013-03-27 17:49:03,3
u25,Physical activity,0,2013-03-27 17:49:05,2013-03-27 17:53:05,240
u25,Physical activity,3,2013-03-27 17:53:07,2013-03-27 17:56:28,201
u25,Physical activity,0,2013-03-27 17:56:31,2013-03-27 17:56:51,20
u25,Physical activity,2,2013-03-27 17:56:54,2013-03-27 17:56:57,3
u25,Physical activity,0,2013-03-27 17:56:59,2013-03-27 18:09:27,748
u25,Physical activity,1,2013-03-27 18:12:30,2013-03-27 18:12:32,2
u25,Physical activity,2,2013-03-27 18:12:35,2013-03-27 18:12:45,10
u25,Physical activity,1,2013-03-27 18:12:48,2013-03-27 18:13:08,20
u25,Physical activity,2,2013-03-27 18:13:11,2013-03-27 18:13:11,0
u25,Physical activity,1,2013-03-27 18:13:14,2013-03-27 18:13:19,5
u25,Physical activity,2,2013-03-27 18:13:21,2013-03-27 18:16:31,190
u25,Physical activity,0,2013-03-27 18:16:34,2013-03-27 20:16:48,7214
