uid,typeEvent,inference,startDate,endDate,duration
u35,Physical activity,0,2013-03-27 00:02:22,2013-03-27 14:22:59,51637
u35,Physical activity,3,2013-03-27 14:23:01,2013-03-27 14:23:04,3
u35,Physical activity,0,2013-03-27 14:23:06,2013-03-28 13:08:31,81925
u35,Physical activity,3,2013-03-28 13:08:36,2013-03-28 13:11:43,187
u35,Physical activity,2,2013-03-28 13:11:48,2013-03-28 13:12:01,13
u35,Physical activity,1,2013-03-28 13:12:04,2013-03-28 13:12:09,5
u35,Physical activity,0,2013-03-28 13:12:12,2013-03-28 13:15:48,216
u35,Physical activity,1,2013-03-28 13:15:56,2013-03-28 13:16:03,7
u35,Physical activity,0,2013-03-28 13:16:06,2013-03-28 13:19:58,232
u35,Physical activity,3,2013-03-28 13:20:01,2013-03-28 13:20:01,0
u35,Physical activity,0,2013-03-28 13:20:03,2013-03-28 13:24:04,241
u35,Physical activity,3,2013-03-28 13:24:07,2013-03-28 13:24:07,0
u35,Physical activity,0,2013-03-28 13:24:15,2013-03-28 13:28:21,246
u35,Physical activity,3,2013-03-28 13:28:24,2013-03-28 13:28:24,0
u35,Physical activity,0,2013-03-28 13:28:34,2013-03-28 13:47:54,1160
u35,Physical activity,1,2013-03-28 13:47:56,2013-03-28 13:48:09,13
u35,Physical activity,2,2013-03-28 13:48:12,2013-03-28 13:48:22,10
u35,Physical activity,1,2013-03-28 13:48:25,2013-03-28 13:48:30,5
u35,Physical activity,2,2013-03-28 13:48:32,2013-03-28 13:51:56,204
u35,Physical activity,1,2013-03-28 13:51:58,2013-03-28 13:52:22,24
u35,Physical activity,0,2013-03-28 13:52:24,2013-03-28 13:52:27,3
u35,Physical activity,1,2013-03-28 13:52:29,2013-03-28 13:55:45,196
u35,Physical activity,0,2013-03-28 13:55:48,2013-03-28 14:44:20,2912
u35,Physical activity,2,2013-03-28 14:44:22,2013-03-28 14:44:22,0
u35,Physical activity,0,2013-03-28 14:44:25,2013-03-28 14:44:40,15
u35,Physical activity,3,2013-03-28 14:44:43,2013-03-28 14:44:46,3
u35,Physical activity,1,2013-03-28 14:47:49,2013-03-28 14:47:54,5
u35,Physical activity,0,2013-03-28 14:47:56,2013-03-28 14:48:04,8
u35,Physical activity,1,2013-03-28 14:48:07,2013-03-28 14:48:17,10
u35,Physical activity,0,2013-03-28 14:48:19,2013-03-28 15:31:50,2611
u35,Physical activity,2,2013-03-28 15:31:52,2013-03-28 15:35:54,242
u35,Physical activity,1,2013-03-28 15:35:57,2013-03-28 15:36:36,39
u35,Physical activity,2,2013-03-28 15:36:38,2013-03-28 15:39:51,193
u35,Physical activity,1,2013-03-28 15:39:54,2013-03-28 15:40:35,41
u35,Physical activity,0,2013-03-28 15:40:38,2013-03-28 15:43:51,193
u35,Physical activity,1,2013-03-28 15:43:54,2013-03-28 15:44:25,31
u35,Physical activity,0,2013-03-28 15:44:27,2013-03-28 15:44:37,10
u35,Physical activity,1,2013-03-28 15:44:43,2013-03-28 15:48:14,211
u35,Physical activity,0,2013-03-28 15:48:16,2013-03-29 09:51:52,65016
u35,Physical activity,2,2013-03-29 09:51:55,2013-03-29 09:56:23,268
