uid,typeEvent,inference,startDate,endDate,duration
u05,Physical activity,0,2013-03-27 00:02:12,2013-03-27 09:30:23,34091
u05,Physical activity,1,2013-03-27 09:30:28,2013-03-27 09:34:22,234
u05,Physical activity,0,2013-03-27 09:34:25,2013-03-27 09:46:59,754
u05,Physical activity,3,2013-03-27 09:47:01,2013-03-27 09:47:01,0
u05,Physical activity,0,2013-03-27 09:47:04,2013-03-27 09:50:40,216
u05,Physical activity,3,2013-03-27 09:50:43,2013-03-27 09:51:14,31
u05,Physical activity,1,2013-03-27 09:54:17,2013-03-27 09:54:27,10
u05,Physical activity,3,2013-03-27 09:54:32,2013-03-27 09:54:32,0
u05,Physical activity,1,2013-03-27 09:54:35,2013-03-27 09:54:35,0
u05,Physical activity,0,2013-03-27 09:54:37,2013-03-27 11:07:04,4347
u05,Physical activity,3,2013-03-27 11:07:07,2013-03-27 11:10:20,193
u05,Physical activity,2,2013-03-27 11:10:22,2013-03-27 11:10:33,11
u05,Physical activity,1,2013-03-27 11:10:43,2013-03-27 11:10:43,0
u05,Physical activity,2,2013-03-27 11:10:46,2013-03-27 11:10:46,0
u05,Physical activity,1,2013-03-27 11:10:48,2013-03-27 11:10:53,5
u05,Physical activity,3,2013-03-27 11:10:56,2013-03-27 11:15:08,252
u05,Physical activity,1,2013-03-27 11:18:14,2013-03-27 11:22:19,245
u05,Physical activity,0,2013-03-27 11:22:21,2013-03-27 11:30:54,513
u05,Physical activity,1,2013-03-27 11:30:57,2013-03-27 11:30:57,0
u05,Physical activity,0,2013-03-27 11:30:59,2013-03-27 12:10:57,2398
u05,Physical activity,3,2013-03-27 12:11:00,2013-03-27 12:11:00,0
u05,Physical activity,0,2013-03-27 12:11:02,2013-03-27 12:14:17,195
u05,Physical activity,1,2013-03-27 12:14:22,2013-03-27 12:18:11,229
u05,Physical activity,0,2013-03-27 12:18:14,2013-03-27 12:22:32,258
u05,Physical activity,1,2013-03-27 12:22:34,2013-03-27 12:26:19,225
u05,Physical activity,0,2013-03-27 12:26:21,2013-03-27 12:38:43,742
u05,Physical activity,1,2013-03-27 12:38:46,2013-03-27 12:38:59,13
u05,Physical activity,0,2013-03-27 12:39:01,2013-03-27 12:58:21,1160
u05,Physical activity,1,2013-03-27 12:58:24,2013-03-27 12:58:26,2
u05,Physical activity,0,2013-03-27 12:58:29,2013-03-27 13:22:39,1450
u05,Physical activity,3,2013-03-27 13:22:42,2013-03-27 13:22:45,3
u05,Physical activity,0,2013-03-27 13:22:47,2013-03-27 13:26:39,232
u05,Physical activity,3,2013-03-27 13:26:42,2013-03-27 13:26:44,2
u05,Physical activity,0,2013-03-27 13:26:47,2013-03-27 13:38:23,696
u05,Physical activity,1,2013-03-27 13:38:25,2013-03-27 13:38:59,34
u05,Physical activity,3,2013-03-27 13:39:01,2013-03-27 13:39:04,3
u05,Physical activity,0,2013-03-27 13:39:12,2013-03-27 14:54:29,4517
u05,Physical activity,1,2013-03-27 14:54:32,2013-03-27 15:02:39,487
u05,Physical activity,0,2013-03-27 15:02:41,2013-03-27 15:02:41,0
u05,Physical activity,1,2013-03-27 15:02:44,2013-03-27 15:02:47,3
u05,Physical activity,3,2013-03-27 15:02:49,2013-03-27 15:02:52,3
u05,Physical activity,1,2013-03-27 15:02:54,2013-03-27 15:03:02,8
u05,Physical activity,0,2013-03-27 15:03:05,2013-03-27 15:06:36,211
u05,Physical activity,1,2013-03-27 15:06:39,2013-03-27 15:06:46,7
u05,Physical activity,0,2013-03-27 15:06:49,2013-03-27 15:14:56,487
u05,Physical activity,3,2013-03-27 15:14:58,2013-03-27 15:15:01,3
u05,Physical activity,0,2013-03-27 15:15:03,2013-03-27 15:34:31,1168
u05,Physical activity,3,2013-03-27 15:34:33,2013-03-27 15:34:41,8
u05,Physical activity,0,2013-03-27 15:34:44,2013-03-27 15:35:10,26
u05,Physical activity,1,2013-03-27 15:35:12,2013-03-27 15:38:25,193
u05,Physical activity,0,2013-03-27 15:38:28,2013-03-27 15:46:25,477
u05,Physical activity,1,2013-03-27 15:46:27,2013-03-27 15:50:19,232
u05,Physical activity,0,2013-03-27 15:50:21,2013-03-27 18:14:43,8662
u05,Physical activity,1,2013-03-27 18:14:45,2013-03-27 18:18:35,230
u05,Physical activity,0,2013-03-27 18:18:37,2013-03-27 18:26:35,478
u05,Physical activity,3,2013-03-27 18:26:37,2013-03-27 18:26:45,8
u05,Physical activity,0,2013-03-27 18:26:48,2013-03-27 18:27:08,20
u05,Physical activity,3,2013-03-27 18:27:11,2013-03-27 18:27:21,10
u05,Physical activity,0,2013-03-27 18:27:24,2013-03-27 18:31:00,216
u05,Physical activity,3,2013-03-27 18:31:03,2013-03-27 18:46:37,934
u05,Physical activity,0,2013-03-27 18:46:39,2013-03-27 18:46:57,18
u05,Physical activity,1,2013-03-27 18:47:10,2013-03-27 18:54:39,449
u05,Physical activity,0,2013-03-27 18:54:41,2013-03-27 18:54:57,16
u05,Physical activity,1,2013-03-27 18:54:59,2013-03-27 18:55:04,5
u05,Physical activity,0,2013-03-27 18:55:07,2013-03-27 18:58:31,204
u05,Physical activity,3,2013-03-27 18:58:33,2013-03-27 18:58:33,0
u05,Physical activity,0,2013-03-27 18:58:36,2013-03-27 18:59:02,26
u05,Physical activity,3,2013-03-27 18:59:04,2013-03-27 18:59:07,3
