uid,typeEvent,inference,startDate,endDate,duration
u13,Physical activity,0,2013-03-28 21:15:55,2013-03-29 09:34:34,44319
u13,Physical activity,3,2013-03-29 09:34:36,2013-03-29 09:34:36,0
u13,Physical activity,0,2013-03-29 09:34:39,2013-03-29 09:34:44,5
u13,Physical activity,3,2013-03-29 09:34:46,2013-03-29 09:35:10,24
u13,Physical activity,2,2013-03-29 09:35:12,2013-03-29 09:35:15,3
u13,Physical activity,3,2013-03-29 09:35:17,2013-03-29 09:38:56,219
u13,Physical activity,2,2013-03-29 09:38:59,2013-03-29 09:39:04,5
u13,Physical activity,3,2013-03-29 09:39:07,2013-03-29 09:42:33,206
u13,Physical activity,0,2013-03-29 09:42:35,2013-03-29 09:42:38,3
u13,Physical activity,3,2013-03-29 09:42:40,2013-03-29 09:42:43,3
u13,Physical activity,0,2013-03-29 09:42:46,2013-03-29 09:42:46,0
u13,Physical activity,3,2013-03-29 09:42:48,2013-03-29 09:42:51,3
u13,Physical activity,0,2013-03-29 09:42:53,2013-03-29 09:43:04,11
u13,Physical activity,3,2013-03-29 09:43:06,2013-03-29 09:46:27,201
u13,Physical activity,0,2013-03-29 09:46:30,2013-03-29 09:46:45,15
u13,Physical activity,1,2013-03-29 09:46:48,2013-03-29 09:54:34,466
u13,Physical activity,0,2013-03-29 09:54:37,2013-03-29 20:02:51,36494
u13,Physical activity,1,2013-03-29 20:02:53,2013-03-29 20:03:04,11
u13,Physical activity,0,2013-03-29 20:03:06,2013-03-29 20:18:41,935
u13,Physical activity,1,2013-03-29 20:18:44,2013-03-29 20:19:33,49
u13,Physical activity,2,2013-03-29 20:22:36,2013-03-29 20:26:43,247
u13,Physical activity,1,2013-03-29 20:26:46,2013-03-29 20:26:59,13
u13,Physical activity,3,2013-03-29 20:27:01,2013-03-29 20:27:09,8
u13,Physical activity,0,2013-03-29 20:27:12,2013-03-29 20:27:12,0
u13,Physical activity,3,2013-03-29 20:27:14,2013-03-29 20:27:19,5
u13,Physical activity,0,2013-03-29 20:27:22,2013-03-29 20:31:14,232
u13,Physical activity,3,2013-03-29 20:31:16,2013-03-29 20:31:29,13
u13,Physical activity,0,2013-03-29 20:31:32,2013-03-29 20:34:42,190
u13,Physical activity,3,2013-03-29 20:34:45,2013-03-29 20:34:50,5
u13,Physical activity,0,2013-03-29 20:34:53,2013-03-29 20:35:08,15
u13,Physical activity,3,2013-03-29 20:35:11,2013-03-29 20:35:16,5
u13,Physical activity,1,2013-03-29 20:35:19,2013-03-29 20:35:24,5
u13,Physical activity,0,2013-03-29 20:35:26,2013-03-29 20:39:05,219
u13,Physical activity,1,2013-03-29 20:39:08,2013-03-29 20:39:08,0
u13,Physical activity,2,2013-03-29 20:39:10,2013-03-29 20:39:10,0
u13,Physical activity,1,2013-03-29 20:39:13,2013-03-29 20:42:44,211
u13,Physical activity,0,2013-03-29 20:42:47,2013-03-29 21:47:18,3871
u13,Physical activity,1,2013-03-29 21:47:23,2013-03-29 21:47:23,0
u13,Physical activity,3,2013-03-29 21:47:25,2013-03-29 21:51:02,217
u13,Physical activity,0,2013-03-29 21:51:05,2013-03-29 21:51:20,15
u13,Physical activity,3,2013-03-29 21:51:23,2013-03-29 21:54:44,201
u13,Physical activity,0,2013-03-29 21:54:46,2013-03-30 00:22:48,8882
u13,Physical activity,1,2013-03-30 00:22:51,2013-03-30 00:27:01,250
