uid,typeEvent,inference,startDate,endDate,duration
u49,Physical activity,0,2013-03-27 13:43:01,2013-03-28 14:44:10,3669
u49,Physical activity,3,2013-03-28 14:44:13,2013-03-28 14:44:13,0
u49,Physical activity,0,2013-03-28 14:44:16,2013-03-28 14:51:37,441
u49,Physical activity,1,2013-03-28 14:51:39,2013-03-28 14:52:26,47
u49,Physical activity,0,2013-03-28 14:52:29,2013-03-28 15:27:37,2108
u49,Physical activity,3,2013-03-28 15:27:40,2013-03-28 15:28:26,46
u49,Physical activity,1,2013-03-28 15:28:29,2013-03-28 15:31:31,182
u49,Physical activity,0,2013-03-28 15:31:37,2013-03-28 15:32:08,31
u49,Physical activity,3,2013-03-28 15:32:10,2013-03-28 15:32:10,0
u49,Physical activity,0,2013-03-28 15:32:16,2013-03-28 15:39:39,443
u49,Physical activity,1,2013-03-28 15:39:42,2013-03-28 15:39:58,16
u49,Physical activity,0,2013-03-28 15:40:00,2013-03-28 16:08:15,1695
u49,Physical activity,1,2013-03-28 16:08:18,2013-03-28 16:15:42,444
u49,Physical activity,0,2013-03-28 16:15:44,2013-03-28 16:15:55,11
u49,Physical activity,1,2013-03-28 16:15:58,2013-03-28 16:20:05,247
u49,Physical activity,3,2013-03-28 16:20:08,2013-03-28 16:20:31,23
u49,Physical activity,0,2013-03-28 16:23:34,2013-03-28 17:15:53,3139
u49,Physical activity,3,2013-03-28 17:15:55,2013-03-28 17:15:58,3
u49,Physical activity,0,2013-03-28 17:16:01,2013-03-28 17:16:01,0
u49,Physical activity,3,2013-03-28 17:16:03,2013-03-28 17:16:03,0
u49,Physical activity,1,2013-03-28 17:16:06,2013-03-28 17:16:19,13
u49,Physical activity,0,2013-03-28 17:16:21,2013-03-28 17:16:21,0
u49,Physical activity,3,2013-03-28 17:16:24,2013-03-28 17:20:25,241
u49,Physical activity,1,2013-03-28 17:20:28,2013-03-28 17:23:42,194
u49,Physical activity,2,2013-03-28 17:23:45,2013-03-28 17:23:47,2
u49,Physical activity,1,2013-03-28 17:23:51,2013-03-28 17:24:22,31
u49,Physical activity,0,2013-03-28 17:24:25,2013-03-28 20:27:44,10999
u49,Physical activity,1,2013-03-28 20:27:47,2013-03-28 20:31:42,235
u49,Physical activity,0,2013-03-28 20:31:44,2013-03-28 21:07:46,2162
u49,Physical activity,1,2013-03-28 21:07:48,2013-03-28 21:08:12,24
u49,Physical activity,0,2013-03-28 21:08:14,2013-03-28 21:08:27,13
u49,Physical activity,1,2013-03-28 21:08:30,2013-03-28 21:11:48,198
u49,Physical activity,0,2013-03-28 21:11:51,2013-03-28 23:03:54,6723
u49,Physical activity,2,2013-03-28 23:03:56,2013-03-28 23:04:04,8
u49,Physical activity,1,2013-03-28 23:04:07,2013-03-28 23:04:17,10
u49,Physical activity,0,2013-03-28 23:04:20,2013-03-28 23:04:33,13
u49,Physical activity,1,2013-03-28 23:04:38,2013-03-28 23:07:49,191
u49,Physical activity,3,2013-03-28 23:07:51,2013-03-28 23:08:12,21
u49,Physical activity,0,2013-03-28 23:08:15,2013-03-28 23:08:28,13
u49,Physical activity,2,2013-03-28 23:08:30,2013-03-28 23:08:30,0
u49,Physical activity,1,2013-03-28 23:08:33,2013-03-28 23:11:46,193
u49,Physical activity,3,2013-03-28 23:11:49,2013-03-28 23:11:49,0
u49,Physical activity,1,2013-03-28 23:11:51,2013-03-28 23:12:02,11
u49,Physical activity,0,2013-03-28 23:12:04,2013-03-28 23:12:15,11
u49,Physical activity,3,2013-03-28 23:12:18,2013-03-28 23:12:20,2
u49,Physical activity,0,2013-03-28 23:12:23,2013-03-28 23:12:31,8
u49,Physical activity,3,2013-03-28 23:12:35,2013-03-28 23:12:40,5
u49,Physical activity,0,2013-03-28 23:15:42,2013-03-28 23:19:56,254
u49,Physical activity,1,2013-03-28 23:19:58,2013-03-28 23:23:57,239
u49,Physical activity,3,2013-03-28 23:24:00,2013-03-28 23:24:39,39
u49,Physical activity,1,2013-03-28 23:27:41,2013-03-28 23:27:51,10
u49,Physical activity,0,2013-03-28 23:27:54,2013-03-28 23:28:09,15
u49,Physical activity,1,2013-03-28 23:28:12,2013-03-28 23:35:44,452
u49,Physical activity,0,2013-03-28 23:35:46,2013-03-28 23:36:23,37
u49,Physical activity,1,2013-03-28 23:36:33,2013-03-28 23:36:36,3
u49,Physical activity,0,2013-03-28 23:39:46,2013-03-29 03:08:12,12506
u49,Physical activity,3,2013-03-29 03:08:15,2013-03-29 03:08:15,0
u49,Physical activity,0,2013-03-29 03:08:20,2013-03-29 03:08:23,3
u49,Physical activity,1,2013-03-29 03:08:26,2013-03-29 03:08:42,16
u49,Physical activity,3,2013-03-29 03:11:52,2013-03-29 03:12:00,8
u49,Physical activity,0,2013-03-29 03:12:08,2013-03-29 03:12:29,21
u49,Physical activity,3,2013-03-29 03:12:32,2013-03-29 03:12:32,0
u49,Physical activity,1,2013-03-29 03:12:34,2013-03-29 03:12:34,0
u49,Physical activity,3,2013-03-29 03:12:37,2013-03-29 03:12:37,0
u49,Physical activity,1,2013-03-29 03:12:40,2013-03-29 03:16:06,206
u49,Physical activity,0,2013-03-29 03:16:09,2013-03-29 08:49:30,20001
u49,Physical activity,1,2013-03-29 08:49:43,2013-03-29 08:49:53,10
u49,Physical activity,0,2013-03-29 08:49:56,2013-03-29 08:50:08,12
u49,Physical activity,1,2013-03-29 08:53:12,2013-03-29 08:53:14,2
u49,Physical activity,0,2013-03-29 08:53:17,2013-03-29 08:53:30,13
u49,Physical activity,1,2013-03-29 08:53:33,2013-03-29 08:57:18,225
u49,Physical activity,0,2013-03-29 08:57:21,2013-03-29 09:57:23,3602
u49,Physical activity,2,2013-03-29 09:57:30,2013-03-29 09:57:38,8
u49,Physical activity,3,2013-03-29 09:57:41,2013-03-29 09:58:04,23
u49,Physical activity,1,2013-03-29 09:58:07,2013-03-29 10:01:28,201
u49,Physical activity,2,2013-03-29 10:01:30,2013-03-29 10:01:38,8
u49,Physical activity,1,2013-03-29 10:01:41,2013-03-29 10:02:09,28
u49,Physical activity,3,2013-03-29 10:02:12,2013-03-29 10:02:12,0
u49,Physical activity,0,2013-03-29 10:05:14,2013-03-29 11:09:30,3856
u49,Physical activity,1,2013-03-29 11:09:33,2013-03-29 11:10:00,27
u49,Physical activity,0,2013-03-29 11:10:08,2013-03-29 11:13:27,199
u49,Physical activity,3,2013-03-29 11:13:30,2013-03-29 11:13:30,0
u49,Physical activity,0,2013-03-29 11:13:33,2013-03-29 11:13:33,0
u49,Physical activity,3,2013-03-29 11:13:35,2013-03-29 11:13:38,3
u49,Physical activity,1,2013-03-29 11:13:41,2013-03-29 11:13:46,5
u49,Physical activity,3,2013-03-29 11:13:49,2013-03-29 11:17:24,215
u49,Physical activity,1,2013-03-29 11:17:26,2013-03-29 11:17:26,0
u49,Physical activity,0,2013-03-29 11:17:29,2013-03-29 11:17:58,29
u49,Physical activity,1,2013-03-29 11:18:01,2013-03-29 11:21:22,201
u49,Physical activity,0,2013-03-29 11:21:24,2013-03-29 11:25:37,253
u49,Physical activity,1,2013-03-29 11:25:39,2013-03-29 11:25:42,3
u49,Physical activity,3,2013-03-29 11:25:44,2013-03-29 11:25:47,3
u49,Physical activity,0,2013-03-29 11:25:50,2013-03-29 11:25:50,0
u49,Physical activity,1,2013-03-29 11:25:52,2013-03-29 11:26:16,24
u49,Physical activity,0,2013-03-29 11:29:18,2013-03-29 12:10:10,2452
u49,Physical activity,1,2013-03-29 12:10:13,2013-03-29 12:13:21,188
u49,Physical activity,0,2013-03-29 12:13:24,2013-03-29 12:18:16,292
u49,Physical activity,1,2013-03-29 12:21:19,2013-03-29 12:21:29,10
u49,Physical activity,2,2013-03-29 12:21:32,2013-03-29 12:22:01,29
u49,Physical activity,1,2013-03-29 12:22:03,2013-03-29 12:25:27,204
u49,Physical activity,0,2013-03-29 12:25:29,2013-03-29 13:49:43,5054
u49,Physical activity,1,2013-03-29 13:49:46,2013-03-29 13:49:46,0
u49,Physical activity,0,2013-03-29 13:49:49,2013-03-29 13:53:51,242
u49,Physical activity,3,2013-03-29 13:53:54,2013-03-29 13:53:59,5
u49,Physical activity,0,2013-03-29 13:54:02,2013-03-29 13:54:15,13
u49,Physical activity,3,2013-03-29 13:54:18,2013-03-29 13:54:20,2
u49,Physical activity,0,2013-03-29 13:54:23,2013-03-29 13:57:43,200
u49,Physical activity,1,2013-03-29 13:57:48,2013-03-29 13:58:09,21
u49,Physical activity,3,2013-03-29 13:58:12,2013-03-29 13:58:17,5
u49,Physical activity,0,2013-03-29 13:58:23,2013-03-29 14:06:21,478
u49,Physical activity,3,2013-03-29 14:06:24,2013-03-29 14:06:26,2
u49,Physical activity,0,2013-03-29 14:06:29,2013-03-29 14:09:44,195
u49,Physical activity,2,2013-03-29 14:09:47,2013-03-29 14:09:55,8
u49,Physical activity,1,2013-03-29 14:09:58,2013-03-29 14:10:27,29
u49,Physical activity,3,2013-03-29 14:10:29,2013-03-29 14:10:29,0
u49,Physical activity,1,2013-03-29 14:10:32,2013-03-29 14:10:35,3
u49,Physical activity,0,2013-03-29 14:10:37,2013-03-29 14:10:37,0
u49,Physical activity,1,2013-03-29 14:10:40,2013-03-29 14:13:43,183
u49,Physical activity,0,2013-03-29 14:13:46,2013-03-29 14:14:07,21
u49,Physical activity,1,2013-03-29 14:14:10,2013-03-29 14:14:28,18
u49,Physical activity,0,2013-03-29 14:14:31,2013-03-29 15:10:03,3332
u49,Physical activity,1,2013-03-29 15:10:05,2013-03-29 15:17:51,466
u49,Physical activity,0,2013-03-29 15:17:54,2013-03-29 15:18:28,34
u49,Physical activity,1,2013-03-29 15:18:31,2013-03-29 15:22:09,218
u49,Physical activity,0,2013-03-29 15:22:17,2013-03-29 15:25:49,212
u49,Physical activity,1,2013-03-29 15:25:52,2013-03-29 15:26:12,20
u49,Physical activity,0,2013-03-29 15:26:15,2013-03-29 15:33:48,453
u49,Physical activity,3,2013-03-29 15:33:51,2013-03-29 15:33:56,5
u49,Physical activity,0,2013-03-29 15:33:59,2013-03-29 15:46:01,722
u49,Physical activity,1,2013-03-29 15:46:06,2013-03-29 15:46:19,13
u49,Physical activity,0,2013-03-29 15:46:22,2013-03-29 15:58:19,717
u49,Physical activity,1,2013-03-29 15:58:21,2013-03-29 15:58:29,8
u49,Physical activity,0,2013-03-29 15:58:32,2013-03-29 16:05:57,445
u49,Physical activity,3,2013-03-29 16:05:59,2013-03-29 16:06:04,5
u49,Physical activity,1,2013-03-29 16:06:12,2013-03-29 16:06:20,8
u49,Physical activity,0,2013-03-29 16:06:23,2013-03-29 16:50:04,2621
u49,Physical activity,1,2013-03-29 16:50:06,2013-03-29 16:54:17,251
u49,Physical activity,0,2013-03-29 16:54:19,2013-03-29 16:54:42,23
u49,Physical activity,3,2013-03-29 16:54:45,2013-03-29 16:54:45,0
u49,Physical activity,0,2013-03-29 16:57:47,2013-03-29 16:57:47,0
u49,Physical activity,1,2013-03-29 16:57:50,2013-03-29 16:58:05,15
u49,Physical activity,0,2013-03-29 16:58:08,2013-03-29 16:58:24,16
u49,Physical activity,1,2013-03-29 16:58:26,2013-03-29 16:58:31,5
u49,Physical activity,0,2013-03-29 16:58:34,2013-03-29 17:01:53,199
u49,Physical activity,1,2013-03-29 17:01:55,2013-03-29 17:02:32,37
u49,Physical activity,0,2013-03-29 17:02:34,2013-03-29 17:05:53,199
u49,Physical activity,3,2013-03-29 17:05:56,2013-03-29 17:06:02,6
u49,Physical activity,1,2013-03-29 17:06:04,2013-03-29 17:06:30,26
u49,Physical activity,0,2013-03-29 17:06:33,2013-03-29 17:06:43,10
u49,Physical activity,1,2013-03-29 17:06:46,2013-03-29 17:09:56,190
u49,Physical activity,0,2013-03-29 17:09:59,2013-03-29 17:37:55,1676
u49,Physical activity,1,2013-03-29 17:37:58,2013-03-29 17:42:03,245
u49,Physical activity,0,2013-03-29 17:42:06,2013-03-29 17:42:06,0
u49,Physical activity,3,2013-03-29 17:42:08,2013-03-29 17:42:08,0
u49,Physical activity,0,2013-03-29 17:42:11,2013-03-29 17:42:11,0
u49,Physical activity,1,2013-03-29 17:42:14,2013-03-29 17:46:08,234
u49,Physical activity,0,2013-03-29 17:46:11,2013-03-29 17:46:35,24
u49,Physical activity,1,2013-03-29 17:46:37,2013-03-29 17:49:54,197
u49,Physical activity,0,2013-03-29 17:49:57,2013-03-29 18:14:16,1459
u49,Physical activity,3,2013-03-29 18:14:19,2013-03-29 18:14:24,5
u49,Physical activity,0,2013-03-29 18:14:35,2013-03-29 18:14:45,10
u49,Physical activity,1,2013-03-29 18:14:47,2013-03-29 18:14:47,0
u49,Physical activity,0,2013-03-29 18:17:53,2013-03-29 18:29:56,723
u49,Physical activity,1,2013-03-29 18:29:59,2013-03-29 18:30:12,13
u49,Physical activity,0,2013-03-29 18:30:14,2013-03-29 18:30:14,0
u49,Physical activity,1,2013-03-29 18:30:17,2013-03-29 18:30:25,8
u49,Physical activity,3,2013-03-29 18:30:27,2013-03-29 18:30:30,3
u49,Physical activity,0,2013-03-29 18:30:33,2013-03-29 18:30:43,10
u49,Physical activity,3,2013-03-29 18:30:46,2013-03-29 18:33:49,183
u49,Physical activity,0,2013-03-29 18:33:51,2013-03-29 18:34:04,13
u49,Physical activity,1,2013-03-29 18:34:07,2013-03-29 18:34:12,5
u49,Physical activity,0,2013-03-29 18:34:14,2013-03-29 18:34:25,11
u49,Physical activity,1,2013-03-29 18:34:27,2013-03-29 18:34:27,0
u49,Physical activity,0,2013-03-29 18:34:33,2013-03-29 18:38:13,220
u49,Physical activity,3,2013-03-29 18:38:15,2013-03-29 18:38:31,16
u49,Physical activity,1,2013-03-29 18:38:34,2013-03-29 18:38:34,0
u49,Physical activity,0,2013-03-29 18:38:36,2013-03-29 18:38:39,3
u49,Physical activity,1,2013-03-29 18:38:41,2013-03-29 18:38:41,0
u49,Physical activity,0,2013-03-29 18:38:44,2013-03-29 18:38:44,0
u49,Physical activity,1,2013-03-29 18:38:47,2013-03-29 18:41:49,182
u49,Physical activity,0,2013-03-29 18:41:52,2013-03-29 18:50:16,504
u49,Physical activity,3,2013-03-29 18:50:19,2013-03-29 18:50:19,0
