uid,typeEvent,inference,startDate,endDate,duration
u58,Physical activity,0,2013-03-27 00:01:33,2013-03-27 09:53:40,35527
u58,Physical activity,1,2013-03-27 09:53:53,2013-03-27 10:01:45,472
u58,Physical activity,0,2013-03-27 10:01:47,2013-03-27 11:05:52,3845
u58,Physical activity,1,2013-03-27 11:05:55,2013-03-27 11:06:13,18
u58,Physical activity,0,2013-03-27 11:06:15,2013-03-27 11:09:42,207
u58,Physical activity,1,2013-03-27 11:09:44,2013-03-27 11:17:41,477
u58,Physical activity,0,2013-03-27 11:17:44,2013-03-27 11:18:09,25
u58,Physical activity,3,2013-03-27 11:18:12,2013-03-27 11:18:14,2
u58,Physical activity,0,2013-03-27 11:18:17,2013-03-27 18:53:44,27327
u58,Physical activity,1,2013-03-27 18:53:47,2013-03-27 19:02:02,495
u58,Physical activity,0,2013-03-27 19:02:04,2013-03-27 19:02:04,0
u58,Physical activity,1,2013-03-27 19:02:07,2013-03-27 19:02:27,20
u58,Physical activity,0,2013-03-27 19:02:30,2013-03-27 19:02:35,5
u58,Physical activity,1,2013-03-27 19:02:38,2013-03-27 19:05:51,193
u58,Physical activity,0,2013-03-27 19:05:54,2013-03-27 19:50:06,2652
u58,Physical activity,3,2013-03-27 19:50:09,2013-03-27 19:50:11,2
u58,Physical activity,0,2013-03-27 19:50:14,2013-03-27 20:05:54,940
u58,Physical activity,3,2013-03-27 20:05:57,2013-03-27 20:05:57,0
u58,Physical activity,0,2013-03-27 20:05:59,2013-03-27 20:06:04,5
u58,Physical activity,3,2013-03-27 20:06:07,2013-03-27 20:06:20,13
u58,Physical activity,0,2013-03-27 20:06:22,2013-03-27 20:06:43,21
u58,Physical activity,1,2013-03-27 20:09:45,2013-03-27 20:09:50,5
u58,Physical activity,3,2013-03-27 20:09:52,2013-03-27 20:13:51,239
u58,Physical activity,0,2013-03-27 20:13:54,2013-03-27 20:14:19,25
u58,Physical activity,3,2013-03-27 20:14:22,2013-03-27 20:17:53,211
u58,Physical activity,0,2013-03-27 20:17:56,2013-03-27 20:26:21,505
u58,Physical activity,3,2013-03-27 20:26:23,2013-03-27 20:26:23,0
u58,Physical activity,0,2013-03-27 20:26:26,2013-03-27 20:26:31,5
u58,Physical activity,3,2013-03-27 20:26:34,2013-03-27 20:29:44,190
u58,Physical activity,0,2013-03-27 20:29:47,2013-03-27 20:30:10,23
u58,Physical activity,3,2013-03-27 20:30:12,2013-03-27 20:30:28,16
u58,Physical activity,0,2013-03-27 20:30:30,2013-03-27 20:34:07,217
u58,Physical activity,3,2013-03-27 20:34:10,2013-03-27 20:34:12,2
u58,Physical activity,0,2013-03-27 20:34:15,2013-03-27 20:34:35,20
u58,Physical activity,1,2013-03-27 20:34:38,2013-03-27 20:34:38,0
u58,Physical activity,0,2013-03-27 20:34:41,2013-03-27 20:37:55,194
u58,Physical activity,1,2013-03-27 20:37:58,2013-03-27 20:49:49,711
u58,Physical activity,0,2013-03-27 20:49:51,2013-03-27 22:50:16,7225
u58,Physical activity,3,2013-03-27 22:50:19,2013-03-27 22:50:29,10
u58,Physical activity,0,2013-03-27 22:50:32,2013-03-27 22:50:39,7
u58,Physical activity,3,2013-03-27 22:50:42,2013-03-27 22:50:44,2
u58,Physical activity,0,2013-03-27 22:53:48,2013-03-28 00:10:36,4608
u58,Physical activity,1,2013-03-28 00:10:42,2013-03-28 00:10:42,0
u58,Physical activity,0,2013-03-28 00:10:45,2013-03-28 01:06:16,3331
u58,Physical activity,3,2013-03-28 01:06:19,2013-03-28 01:06:24,5
u58,Physical activity,0,2013-03-28 01:06:26,2013-03-28 11:46:34,38408
u58,Physical activity,1,2013-03-28 11:46:39,2013-03-28 11:54:08,449
u58,Physical activity,3,2013-03-28 11:54:13,2013-03-28 11:54:13,0
u58,Physical activity,1,2013-03-28 11:54:18,2013-03-28 11:54:34,16
u58,Physical activity,3,2013-03-28 11:54:36,2013-03-28 11:54:39,3
u58,Physical activity,1,2013-03-28 11:54:49,2013-03-28 11:54:49,0
u58,Physical activity,0,2013-03-28 11:58:00,2013-03-28 12:54:16,3376
u58,Physical activity,1,2013-03-28 12:54:19,2013-03-28 13:02:05,466
u58,Physical activity,0,2013-03-28 13:02:08,2013-03-28 18:46:19,20651
u58,Physical activity,2,2013-03-28 18:46:24,2013-03-28 18:46:56,32
u58,Physical activity,1,2013-03-28 18:47:03,2013-03-28 19:02:09,906
u58,Physical activity,0,2013-03-28 19:02:11,2013-03-28 19:38:16,2165
u58,Physical activity,3,2013-03-28 19:38:19,2013-03-28 19:38:24,5
u58,Physical activity,0,2013-03-28 19:38:27,2013-03-28 19:54:41,974
u58,Physical activity,3,2013-03-28 19:54:43,2013-03-28 19:54:46,3
u58,Physical activity,0,2013-03-28 19:54:49,2013-03-28 19:55:01,12
u58,Physical activity,3,2013-03-28 19:58:09,2013-03-28 19:58:09,0
u58,Physical activity,0,2013-03-28 19:58:12,2013-03-28 19:58:14,2
u58,Physical activity,3,2013-03-28 19:58:17,2013-03-28 19:58:19,2
u58,Physical activity,0,2013-03-28 19:58:22,2013-03-28 20:18:22,1200
u58,Physical activity,3,2013-03-28 20:18:25,2013-03-28 20:18:25,0
u58,Physical activity,0,2013-03-28 20:18:27,2013-03-28 20:46:43,1696
u58,Physical activity,3,2013-03-28 20:46:45,2013-03-28 20:46:45,0
u58,Physical activity,0,2013-03-28 20:46:53,2013-03-28 21:06:06,1153
u58,Physical activity,1,2013-03-28 21:06:08,2013-03-28 21:10:52,284
u58,Physical activity,3,2013-03-28 21:10:54,2013-03-28 21:10:54,0
u58,Physical activity,1,2013-03-28 21:10:57,2013-03-28 21:18:09,432
u58,Physical activity,0,2013-03-28 21:18:12,2013-03-29 08:30:25,40333
u58,Physical activity,3,2013-03-29 08:30:27,2013-03-29 08:30:35,8
u58,Physical activity,0,2013-03-29 08:30:37,2013-03-29 08:30:48,11
u58,Physical activity,3,2013-03-29 08:30:50,2013-03-29 08:30:58,8
u58,Physical activity,0,2013-03-29 08:31:01,2013-03-29 08:46:42,941
u58,Physical activity,1,2013-03-29 08:46:44,2013-03-29 08:50:18,214
u58,Physical activity,0,2013-03-29 08:50:21,2013-03-29 09:50:31,3610
u58,Physical activity,1,2013-03-29 09:50:33,2013-03-29 09:58:17,464
u58,Physical activity,0,2013-03-29 09:58:20,2013-03-29 10:02:19,239
u58,Physical activity,3,2013-03-29 10:02:22,2013-03-29 10:02:22,0
u58,Physical activity,0,2013-03-29 10:02:30,2013-03-29 11:10:25,4075
u58,Physical activity,1,2013-03-29 11:10:28,2013-03-29 11:10:30,2
u58,Physical activity,0,2013-03-29 11:10:33,2013-03-29 11:11:09,36
u58,Physical activity,1,2013-03-29 11:11:11,2013-03-29 11:18:18,427
u58,Physical activity,0,2013-03-29 11:18:21,2013-03-29 11:22:23,242
u58,Physical activity,1,2013-03-29 11:22:26,2013-03-29 11:22:38,12
u58,Physical activity,0,2013-03-29 11:22:46,2013-03-29 14:26:27,11021
u58,Physical activity,1,2013-03-29 14:26:30,2013-03-29 14:26:30,0
u58,Physical activity,0,2013-03-29 14:26:37,2013-03-29 14:54:39,1682
u58,Physical activity,3,2013-03-29 14:54:41,2013-03-29 14:54:51,10
u58,Physical activity,0,2013-03-29 14:54:54,2013-03-29 17:14:33,8379
u58,Physical activity,3,2013-03-29 17:14:36,2013-03-29 17:15:07,31
u58,Physical activity,1,2013-03-29 17:15:09,2013-03-29 17:15:12,3
u58,Physical activity,3,2013-03-29 17:15:14,2013-03-29 17:18:28,194
u58,Physical activity,0,2013-03-29 17:18:30,2013-03-29 18:54:56,5786
u58,Physical activity,1,2013-03-29 18:54:59,2013-03-29 18:55:04,5
u58,Physical activity,0,2013-03-29 18:55:07,2013-03-30 11:42:53,60466
u58,Physical activity,1,2013-03-30 11:42:58,2013-03-30 11:43:24,26
u58,Physical activity,0,2013-03-30 11:46:32,2013-03-30 11:46:34,2
u58,Physical activity,3,2013-03-30 11:46:37,2013-03-30 11:46:42,5
u58,Physical activity,1,2013-03-30 11:46:45,2013-03-30 11:47:03,18
u58,Physical activity,0,2013-03-30 11:47:10,2013-03-30 11:51:04,234
u58,Physical activity,1,2013-03-30 11:51:07,2013-03-30 11:51:15,8
u58,Physical activity,0,2013-03-30 11:51:17,2013-03-30 11:54:38,201
u58,Physical activity,3,2013-03-30 11:54:41,2013-03-30 11:55:19,38
u58,Physical activity,0,2013-03-30 11:55:22,2013-03-30 11:58:40,198
u58,Physical activity,3,2013-03-30 11:58:43,2013-03-30 11:59:06,23
u58,Physical activity,0,2013-03-30 11:59:09,2013-03-30 12:02:30,201
u58,Physical activity,1,2013-03-30 12:02:32,2013-03-30 12:02:56,24
u58,Physical activity,0,2013-03-30 12:02:58,2013-03-30 12:02:58,0
u58,Physical activity,3,2013-03-30 12:03:01,2013-03-30 12:03:03,2
u58,Physical activity,0,2013-03-30 12:03:06,2013-03-30 12:06:48,222
u58,Physical activity,1,2013-03-30 12:06:50,2013-03-30 12:07:00,10
u58,Physical activity,0,2013-03-30 12:07:03,2013-03-30 12:07:03,0
u58,Physical activity,3,2013-03-30 12:07:06,2013-03-30 12:07:11,5
u58,Physical activity,0,2013-03-30 12:07:13,2013-03-30 12:07:13,0
u58,Physical activity,1,2013-03-30 12:07:16,2013-03-30 12:10:45,209
u58,Physical activity,0,2013-03-30 12:10:47,2013-03-30 12:50:26,2379
u58,Physical activity,1,2013-03-30 12:50:31,2013-03-30 12:50:31,0
u58,Physical activity,0,2013-03-30 12:50:33,2013-03-30 12:50:33,0
u58,Physical activity,3,2013-03-30 12:50:36,2013-03-30 12:50:39,3
u58,Physical activity,0,2013-03-30 12:50:41,2013-03-30 12:50:49,8
