uid,typeEvent,inference,startDate,endDate,duration
u51,Physical activity,0,2013-03-27 00:02:41,2013-03-27 14:18:45,51364
u51,Physical activity,3,2013-03-27 14:18:47,2013-03-27 14:18:47,0
u51,Physical activity,0,2013-03-27 14:18:50,2013-03-27 14:18:50,0
u51,Physical activity,3,2013-03-27 14:18:52,2013-03-27 14:18:52,0
u51,Physical activity,0,2013-03-27 14:18:55,2013-03-27 14:55:30,2195
u51,Physical activity,1,2013-03-27 14:55:33,2013-03-27 14:58:43,190
u51,Physical activity,0,2013-03-27 14:58:46,2013-03-27 21:35:47,23821
u51,Physical activity,1,2013-03-27 21:35:50,2013-03-27 21:36:24,34
u51,Physical activity,0,2013-03-27 21:39:26,2013-03-27 21:39:34,8
u51,Physical activity,3,2013-03-27 21:39:37,2013-03-27 21:39:39,2
u51,Physical activity,0,2013-03-27 21:39:42,2013-03-27 21:39:47,5
u51,Physical activity,1,2013-03-27 21:39:57,2013-03-27 21:43:39,222
u51,Physical activity,3,2013-03-27 21:43:42,2013-03-27 21:43:42,0
u51,Physical activity,0,2013-03-27 21:43:44,2013-03-27 21:43:47,3
u51,Physical activity,1,2013-03-27 21:43:49,2013-03-27 21:43:49,0
u51,Physical activity,0,2013-03-27 21:43:52,2013-03-27 21:43:52,0
u51,Physical activity,1,2013-03-27 21:43:55,2013-03-27 21:51:46,471
u51,Physical activity,0,2013-03-27 21:51:49,2013-03-27 21:55:33,224
u51,Physical activity,1,2013-03-27 21:55:35,2013-03-27 21:56:06,31
u51,Physical activity,0,2013-03-27 21:56:09,2013-03-27 21:56:09,0
u51,Physical activity,1,2013-03-27 21:56:12,2013-03-27 21:59:40,208
u51,Physical activity,3,2013-03-27 21:59:43,2013-03-27 21:59:56,13
u51,Physical activity,1,2013-03-27 21:59:58,2013-03-27 22:00:01,3
u51,Physical activity,0,2013-03-27 22:00:03,2013-03-27 22:03:37,214
u51,Physical activity,1,2013-03-27 22:03:40,2013-03-27 22:03:48,8
u51,Physical activity,0,2013-03-27 22:03:50,2013-03-27 22:03:50,0
u51,Physical activity,3,2013-03-27 22:03:53,2013-03-27 22:03:53,0
u51,Physical activity,0,2013-03-27 22:03:55,2013-03-27 22:04:06,11
u51,Physical activity,1,2013-03-27 22:04:08,2013-03-27 22:07:32,204
u51,Physical activity,0,2013-03-27 22:07:35,2013-03-27 22:07:50,15
u51,Physical activity,1,2013-03-27 22:07:53,2013-03-27 22:08:19,26
u51,Physical activity,0,2013-03-27 22:08:21,2013-03-27 22:08:24,3
u51,Physical activity,1,2013-03-27 22:11:27,2013-03-27 22:11:29,2
u51,Physical activity,2,2013-03-27 22:11:32,2013-03-27 22:19:45,493
u51,Physical activity,1,2013-03-27 22:19:47,2013-03-27 22:20:05,18
u51,Physical activity,3,2013-03-27 22:20:08,2013-03-27 22:20:08,0
u51,Physical activity,1,2013-03-27 22:20:13,2013-03-27 22:23:26,193
u51,Physical activity,0,2013-03-27 22:23:32,2013-03-27 22:23:34,2
u51,Physical activity,3,2013-03-27 22:23:42,2013-03-27 22:27:25,223
u51,Physical activity,0,2013-03-27 22:27:30,2013-03-27 22:28:21,51
u51,Physical activity,1,2013-03-27 22:28:24,2013-03-27 22:31:32,188
u51,Physical activity,0,2013-03-27 22:31:34,2013-03-28 00:11:52,6018
u51,Physical activity,3,2013-03-28 00:11:58,2013-03-28 00:12:05,7
u51,Physical activity,0,2013-03-28 00:12:08,2013-03-28 00:15:34,206
u51,Physical activity,3,2013-03-28 00:15:37,2013-03-28 00:15:37,0
u51,Physical activity,0,2013-03-28 00:15:39,2013-03-28 00:15:39,0
u51,Physical activity,3,2013-03-28 00:15:42,2013-03-28 00:15:45,3
u51,Physical activity,0,2013-03-28 00:15:47,2013-03-28 00:15:50,3
u51,Physical activity,1,2013-03-28 00:15:52,2013-03-28 00:15:52,0
u51,Physical activity,0,2013-03-28 00:15:55,2013-03-28 00:16:18,23
u51,Physical activity,3,2013-03-28 00:16:21,2013-03-28 00:19:26,185
u51,Physical activity,0,2013-03-28 00:19:29,2013-03-28 00:39:28,1199
u51,Physical activity,3,2013-03-28 00:39:31,2013-03-28 00:39:31,0
u51,Physical activity,0,2013-03-28 00:39:33,2013-03-28 10:19:49,34816
u51,Physical activity,1,2013-03-28 10:19:54,2013-03-28 10:20:07,13
u51,Physical activity,3,2013-03-28 10:20:09,2013-03-28 10:20:22,13
u51,Physical activity,0,2013-03-28 10:20:25,2013-03-28 10:35:37,912
u51,Physical activity,1,2013-03-28 10:35:39,2013-03-28 10:35:52,13
