uid,eventType,datetime,endtime,duration,distance,is_travel
u47,TravelMobility,2013-03-28 16:15:42,2013-03-28 16:35:42,1200,9.04,False
u47,TravelMobility,2013-03-28 16:35:42,2013-03-28 16:55:42,1200,4.35,False
u47,TravelMobility,2013-03-28 16:55:42,2013-03-28 17:15:42,1200,3.42,False
u47,TravelMobility,2013-03-28 17:15:42,2013-03-28 17:35:42,1200,1.77,False
u47,TravelMobility,2013-03-28 17:35:42,2013-03-28 17:55:42,1200,7373.79,True
u47,TravelMobility,2013-03-28 17:55:42,2013-03-28 18:15:44,1202,0.0,False
u47,TravelMobility,2013-03-28 18:15:44,2013-03-28 18:24:15,511,0.0,False
u47,TravelMobility,2013-03-28 18:24:15,2013-03-28 18:55:43,1888,0.0,False
u47,TravelMobility,2013-03-28 18:55:43,2013-03-28 18:55:50,7,0.0,False
u47,TravelMobility,2013-03-28 18:55:50,2013-03-28 19:35:42,2392,7371.54,True
u47,TravelMobility,2013-03-28 19:35:42,2013-03-28 19:55:42,1200,4.05,False
u47,TravelMobility,2013-03-28 19:55:42,2013-03-28 20:15:42,1200,0.93,False
u47,TravelMobility,2013-03-28 20:15:42,2013-03-28 20:35:42,1200,2.74,False
u47,TravelMobility,2013-03-28 20:35:42,2013-03-28 20:55:42,1200,1.98,False
u47,TravelMobility,2013-03-28 20:55:42,2013-03-28 21:15:42,1200,3.43,False
u47,TravelMobility,2013-03-28 21:15:42,2013-03-28 21:35:42,1200,2.83,False
u47,TravelMobility,2013-03-28 21:35:42,2013-03-28 21:55:42,1200,1.53,False
u47,TravelMobility,2013-03-28 21:55:42,2013-03-28 22:15:42,1200,3.58,False
u47,TravelMobility,2013-03-28 22:15:42,2013-03-28 22:35:42,1200,2.95,False
u47,TravelMobility,2013-03-28 22:35:42,2013-03-28 22:55:41,1199,1.36,False
u47,TravelMobility,2013-03-28 22:55:41,2013-03-28 23:15:42,1201,1.27,False
u47,TravelMobility,2013-03-28 23:15:42,2013-03-28 23:35:42,1200,1.69,False
u47,TravelMobility,2013-03-28 23:35:42,2013-03-28 23:55:41,1199,4.11,False
u47,TravelMobility,2013-03-28 23:55:41,2013-03-29 00:15:41,1200,1261.19,True
u47,TravelMobility,2013-03-29 00:15:41,2013-03-29 00:23:42,481,2737.28,True
u47,TravelMobility,2013-03-29 00:23:42,2013-03-29 01:35:42,4320,0.13,False
u47,TravelMobility,2013-03-29 01:35:42,2013-03-29 01:55:41,1199,21.0,False
u47,TravelMobility,2013-03-29 01:55:41,2013-03-29 02:15:42,1201,20.86,False
u47,TravelMobility,2013-03-29 02:15:42,2013-03-29 02:35:42,1200,0.28,False
u47,TravelMobility,2013-03-29 02:35:42,2013-03-29 02:55:41,1199,15.18,False
u47,TravelMobility,2013-03-29 02:55:41,2013-03-29 03:15:42,1201,15.18,False
u47,TravelMobility,2013-03-29 03:15:42,2013-03-29 03:35:42,1200,0.04,False
u47,TravelMobility,2013-03-29 03:35:42,2013-03-29 03:55:42,1200,0.16,False
u47,TravelMobility,2013-03-29 03:55:42,2013-03-29 04:15:42,1200,21.14,False
u47,TravelMobility,2013-03-29 04:15:42,2013-03-29 04:35:42,1200,5.82,False
u47,TravelMobility,2013-03-29 04:35:42,2013-03-29 04:55:42,1200,15.34,False
u47,TravelMobility,2013-03-29 04:55:42,2013-03-29 05:15:42,1200,0.17,False
u47,TravelMobility,2013-03-29 05:15:42,2013-03-29 05:35:42,1200,0.17,False
u47,TravelMobility,2013-03-29 05:35:42,2013-03-29 05:55:42,1200,0.17,False
u47,TravelMobility,2013-03-29 05:55:42,2013-03-29 06:15:42,1200,19.89,False
u47,TravelMobility,2013-03-29 06:15:42,2013-03-29 06:35:42,1200,1.19,False
u47,TravelMobility,2013-03-29 06:35:42,2013-03-29 06:55:42,1200,18.74,False
u47,TravelMobility,2013-03-29 06:55:42,2013-03-29 07:15:42,1200,0.01,False
u47,TravelMobility,2013-03-29 07:15:42,2013-03-29 07:35:42,1200,0.28,False
u47,TravelMobility,2013-03-29 07:35:42,2013-03-29 07:55:42,1200,0.29,False
u47,TravelMobility,2013-03-29 07:55:42,2013-03-29 08:15:42,1200,18.74,False
u47,TravelMobility,2013-03-29 08:15:42,2013-03-29 08:35:42,1200,18.74,False
u47,TravelMobility,2013-03-29 08:35:42,2013-03-29 08:55:42,1200,0.01,False
u47,TravelMobility,2013-03-29 08:55:42,2013-03-29 09:15:42,1200,0.01,False
u47,TravelMobility,2013-03-29 09:15:42,2013-03-29 09:35:42,1200,0.01,False
u47,TravelMobility,2013-03-29 09:35:42,2013-03-29 09:35:44,2,0.14,False
u47,TravelMobility,2013-03-29 09:35:44,2013-03-29 10:15:43,2399,4357.62,True
u47,TravelMobility,2013-03-29 10:15:43,2013-03-29 10:35:42,1199,11.52,False
u47,TravelMobility,2013-03-29 10:35:42,2013-03-29 10:55:42,1200,3.92,False
u47,TravelMobility,2013-03-29 10:55:42,2013-03-29 11:15:44,1202,156.71,False
u47,TravelMobility,2013-03-29 11:15:44,2013-03-29 11:35:42,1198,765.58,True
u47,TravelMobility,2013-03-29 11:35:42,2013-03-29 11:55:42,1200,15.47,False
u47,TravelMobility,2013-03-29 11:55:42,2013-03-29 12:15:42,1200,3.37,False
u47,TravelMobility,2013-03-29 12:15:42,2013-03-29 12:35:45,1203,21.75,False
u47,TravelMobility,2013-03-29 12:35:45,2013-03-29 12:55:42,1197,3.53,False
u47,TravelMobility,2013-03-29 12:55:42,2013-03-29 13:15:42,1200,2.55,False
u47,TravelMobility,2013-03-29 13:15:42,2013-03-29 13:35:42,1200,13.14,False
u47,TravelMobility,2013-03-29 13:35:42,2013-03-29 13:55:44,1202,834.18,True
u47,TravelMobility,2013-03-29 13:55:44,2013-03-29 14:15:42,1198,16.33,False
u47,TravelMobility,2013-03-29 14:15:42,2013-03-29 14:35:42,1200,5.03,False
u47,TravelMobility,2013-03-29 14:35:42,2013-03-29 14:55:42,1200,2.22,False
u47,TravelMobility,2013-03-29 14:55:42,2013-03-29 15:15:43,1201,146.05,False
u47,TravelMobility,2013-03-29 15:15:43,2013-03-29 15:35:42,1199,4.84,False
u47,TravelMobility,2013-03-29 15:35:42,2013-03-29 15:55:42,1200,0.81,False
u47,TravelMobility,2013-03-29 15:55:42,2013-03-29 16:15:42,1200,0.3,False
u47,TravelMobility,2013-03-29 16:15:42,2013-03-29 16:35:42,1200,4.81,False
u47,TravelMobility,2013-03-29 16:35:42,2013-03-29 16:55:42,1200,8.19,False
u47,TravelMobility,2013-03-29 16:55:42,2013-03-29 17:15:42,1200,6.95,False
u47,TravelMobility,2013-03-29 17:15:42,2013-03-29 17:35:43,1201,1049.95,True
u47,TravelMobility,2013-03-29 17:35:43,2013-03-29 17:35:49,6,0.0,False
u47,TravelMobility,2013-03-29 17:35:49,2013-03-29 19:35:44,7195,1849.46,True
u47,TravelMobility,2013-03-29 19:35:44,2013-03-29 19:55:44,1200,0.0,False
u47,TravelMobility,2013-03-29 19:55:44,2013-03-29 20:15:44,1200,1665.0,True
u47,TravelMobility,2013-03-29 20:15:44,2013-03-29 20:29:07,803,2.71,False
u47,TravelMobility,2013-03-29 20:29:07,2013-03-30 00:35:42,14795,4178.96,True
u47,TravelMobility,2013-03-30 00:35:42,2013-03-30 00:55:42,1200,18.11,False
u47,TravelMobility,2013-03-30 00:55:42,2013-03-30 01:15:42,1200,8.44,False
u47,TravelMobility,2013-03-30 01:15:42,2013-03-30 01:35:42,1200,8.44,False
u47,TravelMobility,2013-03-30 01:35:42,2013-03-30 01:55:42,1200,0.0,False
u47,TravelMobility,2013-03-30 01:55:42,2013-03-30 02:15:42,1200,0.01,False
u47,TravelMobility,2013-03-30 02:15:42,2013-03-30 02:35:42,1200,0.26,False
