uid,eventType,datetime,endtime,duration,distance,is_travel
u18,TravelMobility,2013-03-27 00:05:05,2013-03-27 00:25:08,1203,16.88,False
u18,TravelMobility,2013-03-27 00:25:08,2013-03-27 00:45:12,1204,9.69,False
u18,TravelMobility,2013-03-27 00:45:12,2013-03-27 01:05:08,1196,8.13,False
u18,TravelMobility,2013-03-27 01:05:08,2013-03-27 01:25:08,1200,3.74,False
u18,TravelMobility,2013-03-27 01:25:08,2013-03-27 01:43:20,1092,1.37,False
u18,TravelMobility,2013-03-27 01:43:20,2013-03-27 02:05:12,1312,17.82,False
u18,TravelMobility,2013-03-27 02:05:12,2013-03-27 02:25:08,1196,18.72,False
u18,TravelMobility,2013-03-27 02:25:08,2013-03-27 02:45:08,1200,6.57,False
u18,TravelMobility,2013-03-27 02:45:08,2013-03-27 03:05:08,1200,2.91,False
u18,TravelMobility,2013-03-27 03:05:08,2013-03-27 03:25:08,1200,1.2,False
u18,TravelMobility,2013-03-27 03:25:08,2013-03-27 03:45:08,1200,1.62,False
u18,TravelMobility,2013-03-27 03:45:08,2013-03-27 04:05:08,1200,1.95,False
u18,TravelMobility,2013-03-27 04:05:08,2013-03-27 04:25:08,1200,3.02,False
u18,TravelMobility,2013-03-27 04:25:08,2013-03-27 04:43:20,1092,9.32,False
u18,TravelMobility,2013-03-27 04:43:20,2013-03-27 05:05:08,1308,2.39,False
u18,TravelMobility,2013-03-27 05:05:08,2013-03-27 05:25:08,1200,5.6,False
u18,TravelMobility,2013-03-27 05:25:08,2013-03-27 05:45:08,1200,0.18,False
u18,TravelMobility,2013-03-27 05:45:08,2013-03-27 06:05:08,1200,2.92,False
u18,TravelMobility,2013-03-27 06:05:08,2013-03-27 06:25:08,1200,1.88,False
u18,TravelMobility,2013-03-27 06:25:08,2013-03-27 06:45:08,1200,1.98,False
u18,TravelMobility,2013-03-27 06:45:08,2013-03-27 07:05:08,1200,1.08,False
u18,TravelMobility,2013-03-27 07:05:08,2013-03-27 07:25:08,1200,1.33,False
u18,TravelMobility,2013-03-27 07:25:08,2013-03-27 07:45:09,1201,6.82,False
u18,TravelMobility,2013-03-27 07:45:09,2013-03-27 08:05:08,1199,3.38,False
u18,TravelMobility,2013-03-27 08:05:08,2013-03-27 08:25:08,1200,4.78,False
u18,TravelMobility,2013-03-27 08:25:08,2013-03-27 08:45:08,1200,9.16,False
u18,TravelMobility,2013-03-27 08:45:08,2013-03-27 08:52:36,448,56.06,False
u18,TravelMobility,2013-03-27 08:52:36,2013-03-27 09:25:08,1952,448.88,False
u18,TravelMobility,2013-03-27 09:25:08,2013-03-27 09:45:08,1200,3.47,False
u18,TravelMobility,2013-03-27 09:45:08,2013-03-27 10:05:09,1201,720.28,True
u18,TravelMobility,2013-03-27 10:05:09,2013-03-27 10:25:08,1199,39.38,False
u18,TravelMobility,2013-03-27 10:25:08,2013-03-27 10:45:08,1200,22.6,False
u18,TravelMobility,2013-03-27 10:45:08,2013-03-27 11:05:08,1200,27.5,False
u18,TravelMobility,2013-03-27 11:05:08,2013-03-27 11:25:10,1202,334.29,False
u18,TravelMobility,2013-03-27 11:25:10,2013-03-27 11:45:08,1198,1.84,False
u18,TravelMobility,2013-03-27 11:45:08,2013-03-27 12:05:08,1200,2.81,False
u18,TravelMobility,2013-03-27 12:05:08,2013-03-27 12:25:06,1198,44.04,False
u18,TravelMobility,2013-03-27 12:25:06,2013-03-27 12:45:10,1204,532.95,True
u18,TravelMobility,2013-03-27 12:45:10,2013-03-27 13:05:08,1198,2.8,False
u18,TravelMobility,2013-03-27 13:05:08,2013-03-27 13:25:08,1200,2.03,False
u18,TravelMobility,2013-03-27 13:25:08,2013-03-27 13:45:08,1200,516.33,True
u18,TravelMobility,2013-03-27 13:45:08,2013-03-27 14:05:08,1200,0.46,False
