uid,eventType,datetime,endtime,duration,distance,is_travel
u51,TravelMobility,2013-03-27 00:06:04,2013-03-27 00:26:03,1199,0.99,False
u51,TravelMobility,2013-03-27 00:26:03,2013-03-27 00:46:03,1200,0.92,False
u51,TravelMobility,2013-03-27 00:46:03,2013-03-27 01:06:03,1200,1.88,False
u51,TravelMobility,2013-03-27 01:06:03,2013-03-27 01:26:03,1200,0.72,False
u51,TravelMobility,2013-03-27 01:26:03,2013-03-27 01:46:03,1200,4.54,False
u51,TravelMobility,2013-03-27 01:46:03,2013-03-27 02:06:03,1200,1.38,False
u51,TravelMobility,2013-03-27 02:06:03,2013-03-27 02:26:03,1200,1.42,False
u51,TravelMobility,2013-03-27 02:26:03,2013-03-27 02:46:03,1200,1.92,False
u51,TravelMobility,2013-03-27 02:46:03,2013-03-27 03:06:03,1200,0.46,False
u51,TravelMobility,2013-03-27 03:06:03,2013-03-27 03:26:03,1200,4.21,False
u51,TravelMobility,2013-03-27 03:26:03,2013-03-27 03:46:03,1200,0.35,False
u51,TravelMobility,2013-03-27 03:46:03,2013-03-27 04:06:03,1200,2.35,False
u51,TravelMobility,2013-03-27 04:06:03,2013-03-27 04:26:03,1200,5.77,False
u51,TravelMobility,2013-03-27 04:26:03,2013-03-27 04:46:03,1200,0.91,False
u51,TravelMobility,2013-03-27 04:46:03,2013-03-27 05:06:03,1200,1.13,False
u51,TravelMobility,2013-03-27 05:06:03,2013-03-27 05:26:03,1200,1.82,False
u51,TravelMobility,2013-03-27 05:26:03,2013-03-27 05:46:03,1200,0.44,False
u51,TravelMobility,2013-03-27 05:46:03,2013-03-27 06:06:03,1200,2.77,False
u51,TravelMobility,2013-03-27 06:06:03,2013-03-27 06:26:03,1200,3.46,False
u51,TravelMobility,2013-03-27 06:26:03,2013-03-27 06:46:03,1200,0.97,False
u51,TravelMobility,2013-03-27 06:46:03,2013-03-27 07:06:03,1200,2.96,False
u51,TravelMobility,2013-03-27 07:06:03,2013-03-27 07:26:03,1200,2.14,False
u51,TravelMobility,2013-03-27 07:26:03,2013-03-27 07:46:03,1200,2.25,False
u51,TravelMobility,2013-03-27 07:46:03,2013-03-27 08:06:03,1200,1.56,False
u51,TravelMobility,2013-03-27 08:06:03,2013-03-27 08:26:03,1200,5.14,False
u51,TravelMobility,2013-03-27 08:26:03,2013-03-27 08:46:03,1200,3.37,False
u51,TravelMobility,2013-03-27 08:46:03,2013-03-27 09:06:03,1200,2.72,False
u51,TravelMobility,2013-03-27 09:06:03,2013-03-27 09:26:03,1200,3.96,False
u51,TravelMobility,2013-03-27 09:26:03,2013-03-27 09:46:03,1200,2.15,False
u51,TravelMobility,2013-03-27 09:46:03,2013-03-27 10:06:03,1200,1.84,False
u51,TravelMobility,2013-03-27 10:06:03,2013-03-27 10:26:03,1200,3.65,False
u51,TravelMobility,2013-03-27 10:26:03,2013-03-27 10:46:03,1200,1.36,False
u51,TravelMobility,2013-03-27 10:46:03,2013-03-27 11:06:03,1200,1.84,False
u51,TravelMobility,2013-03-27 11:06:03,2013-03-27 11:26:03,1200,1.86,False
u51,TravelMobility,2013-03-27 11:26:03,2013-03-27 11:46:03,1200,0.82,False
u51,TravelMobility,2013-03-27 11:46:03,2013-03-27 12:06:03,1200,0.97,False
u51,TravelMobility,2013-03-27 12:06:03,2013-03-27 12:26:03,1200,3.84,False
u51,TravelMobility,2013-03-27 12:26:03,2013-03-27 12:46:03,1200,1.78,False
u51,TravelMobility,2013-03-27 12:46:03,2013-03-27 13:06:03,1200,4.46,False
u51,TravelMobility,2013-03-27 13:06:03,2013-03-27 13:26:03,1200,1.99,False
u51,TravelMobility,2013-03-27 13:26:03,2013-03-27 13:46:03,1200,0.83,False
u51,TravelMobility,2013-03-27 13:46:03,2013-03-27 14:06:03,1200,3.41,False
u51,TravelMobility,2013-03-27 14:06:03,2013-03-27 14:46:03,2400,4.84,False
u51,TravelMobility,2013-03-27 14:46:03,2013-03-27 15:06:03,1200,3.51,False
u51,TravelMobility,2013-03-27 15:06:03,2013-03-27 21:07:25,21682,0.8,False
u51,TravelMobility,2013-03-27 21:07:25,2013-03-27 21:27:10,1185,2.39,False
u51,TravelMobility,2013-03-27 21:27:10,2013-03-27 21:47:25,1215,4.96,False
u51,TravelMobility,2013-03-27 21:47:25,2013-03-27 22:07:25,1200,3.52,False
u51,TravelMobility,2013-03-27 22:07:25,2013-03-27 22:27:08,1183,1450.56,True
u51,TravelMobility,2013-03-27 22:27:08,2013-03-27 22:47:25,1217,0.13,False
u51,TravelMobility,2013-03-27 22:47:25,2013-03-27 23:07:25,1200,0.04,False
u51,TravelMobility,2013-03-27 23:07:25,2013-03-27 23:27:25,1200,0.0,False
u51,TravelMobility,2013-03-27 23:27:25,2013-03-27 23:47:25,1200,0.0,False
u51,TravelMobility,2013-03-27 23:47:25,2013-03-28 00:07:25,1200,0.05,False
u51,TravelMobility,2013-03-28 00:07:25,2013-03-28 00:27:25,1200,0.14,False
u51,TravelMobility,2013-03-28 00:27:25,2013-03-28 00:47:25,1200,0.11,False
u51,TravelMobility,2013-03-28 00:47:25,2013-03-28 01:07:25,1200,0.0,False
u51,TravelMobility,2013-03-28 01:07:25,2013-03-28 01:27:25,1200,0.2,False
u51,TravelMobility,2013-03-28 01:27:25,2013-03-28 01:47:25,1200,0.2,False
u51,TravelMobility,2013-03-28 01:47:25,2013-03-28 02:07:25,1200,0.0,False
u51,TravelMobility,2013-03-28 02:07:25,2013-03-28 02:27:25,1200,0.0,False
u51,TravelMobility,2013-03-28 02:27:25,2013-03-28 02:47:25,1200,0.0,False
u51,TravelMobility,2013-03-28 02:47:25,2013-03-28 03:07:25,1200,0.0,False
u51,TravelMobility,2013-03-28 03:07:25,2013-03-28 03:27:25,1200,0.0,False
u51,TravelMobility,2013-03-28 03:27:25,2013-03-28 03:47:25,1200,0.0,False
u51,TravelMobility,2013-03-28 03:47:25,2013-03-28 04:07:25,1200,0.0,False
u51,TravelMobility,2013-03-28 04:07:25,2013-03-28 04:27:25,1200,0.0,False
u51,TravelMobility,2013-03-28 04:27:25,2013-03-28 04:47:25,1200,0.0,False
u51,TravelMobility,2013-03-28 04:47:25,2013-03-28 05:07:25,1200,0.0,False
u51,TravelMobility,2013-03-28 05:07:25,2013-03-28 05:27:25,1200,0.0,False
u51,TravelMobility,2013-03-28 05:27:25,2013-03-28 05:47:25,1200,0.0,False
u51,TravelMobility,2013-03-28 05:47:25,2013-03-28 06:07:25,1200,0.0,False
u51,TravelMobility,2013-03-28 06:07:25,2013-03-28 06:27:25,1200,0.0,False
u51,TravelMobility,2013-03-28 06:27:25,2013-03-28 06:47:25,1200,0.0,False
u51,TravelMobility,2013-03-28 06:47:25,2013-03-28 07:07:25,1200,0.0,False
u51,TravelMobility,2013-03-28 07:07:25,2013-03-28 07:27:25,1200,0.0,False
u51,TravelMobility,2013-03-28 07:27:25,2013-03-28 07:47:25,1200,0.0,False
u51,TravelMobility,2013-03-28 07:47:25,2013-03-28 08:07:25,1200,0.0,False
u51,TravelMobility,2013-03-28 08:07:25,2013-03-28 08:27:25,1200,0.0,False
u51,TravelMobility,2013-03-28 08:27:25,2013-03-28 08:47:25,1200,0.0,False
u51,TravelMobility,2013-03-28 08:47:25,2013-03-28 09:07:25,1200,0.0,False
u51,TravelMobility,2013-03-28 09:07:25,2013-03-28 09:27:25,1200,0.0,False
u51,TravelMobility,2013-03-28 09:27:25,2013-03-28 09:47:25,1200,0.0,False
u51,TravelMobility,2013-03-28 09:47:25,2013-03-28 10:07:25,1200,0.0,False
u51,TravelMobility,2013-03-28 10:07:25,2013-03-28 10:27:25,1200,0.0,False
u51,TravelMobility,2013-03-28 10:27:25,2013-03-28 10:47:25,1200,0.0,False
u51,TravelMobility,2013-03-28 10:47:25,2013-03-28 11:05:52,1107,842.26,True
u51,TravelMobility,2013-03-28 11:05:52,2013-03-28 11:27:25,1293,626.0,True
u51,TravelMobility,2013-03-28 11:27:25,2013-03-28 11:47:25,1200,4.28,False
u51,TravelMobility,2013-03-28 11:47:25,2013-03-28 12:07:25,1200,358.12,False
u51,TravelMobility,2013-03-28 12:07:25,2013-03-28 12:25:45,1100,5.98,False
u51,TravelMobility,2013-03-28 12:25:45,2013-03-28 12:47:25,1300,32.95,False
u51,TravelMobility,2013-03-28 12:47:25,2013-03-28 13:07:25,1200,342.4,False
u51,TravelMobility,2013-03-28 13:07:25,2013-03-28 13:27:26,1201,6.91,False
u51,TravelMobility,2013-03-28 13:27:26,2013-03-28 13:47:25,1199,2.22,False
u51,TravelMobility,2013-03-28 13:47:25,2013-03-28 14:07:25,1200,1.0,False
u51,TravelMobility,2013-03-28 14:07:25,2013-03-28 14:27:03,1178,3.45,False
u51,TravelMobility,2013-03-28 14:27:03,2013-03-28 14:47:25,1222,3.74,False
u51,TravelMobility,2013-03-28 14:47:25,2013-03-28 15:07:25,1200,3.19,False
u51,TravelMobility,2013-03-28 15:07:25,2013-03-28 15:27:26,1201,6.01,False
u51,TravelMobility,2013-03-28 15:27:26,2013-03-28 15:47:25,1199,5.53,False
u51,TravelMobility,2013-03-28 15:47:25,2013-03-28 16:07:25,1200,4.4,False
u51,TravelMobility,2013-03-28 16:07:25,2013-03-28 16:27:25,1200,3.93,False
u51,TravelMobility,2013-03-28 16:27:25,2013-03-28 16:47:27,1202,29.72,False
u51,TravelMobility,2013-03-28 16:47:27,2013-03-28 17:07:25,1198,25.75,False
u51,TravelMobility,2013-03-28 17:07:25,2013-03-28 17:27:04,1179,0.95,False
u51,TravelMobility,2013-03-28 17:27:04,2013-03-28 17:47:25,1221,4.3,False
u51,TravelMobility,2013-03-28 17:47:25,2013-03-28 18:07:26,1201,37.87,False
u51,TravelMobility,2013-03-28 18:07:26,2013-03-28 18:27:05,1179,4.3,False
u51,TravelMobility,2013-03-28 18:27:05,2013-03-28 18:47:25,1220,34.79,False
u51,TravelMobility,2013-03-28 18:47:25,2013-03-28 19:07:25,1200,1.22,False
u51,TravelMobility,2013-03-28 19:07:25,2013-03-28 19:27:03,1178,3.57,False
u51,TravelMobility,2013-03-28 19:27:03,2013-03-28 19:47:25,1222,1.26,False
u51,TravelMobility,2013-03-28 19:47:25,2013-03-28 20:07:25,1200,2.97,False
u51,TravelMobility,2013-03-28 20:07:25,2013-03-28 20:27:25,1200,4.56,False
u51,TravelMobility,2013-03-28 20:27:25,2013-03-28 20:47:25,1200,3.7,False
u51,TravelMobility,2013-03-28 20:47:25,2013-03-28 21:07:25,1200,3.72,False
u51,TravelMobility,2013-03-28 21:07:25,2013-03-28 21:27:04,1179,1.11,False
u51,TravelMobility,2013-03-28 21:27:04,2013-03-28 21:47:25,1221,277.85,False
u51,TravelMobility,2013-03-28 21:47:25,2013-03-28 22:07:25,1200,906.27,True
u51,TravelMobility,2013-03-28 22:07:25,2013-03-28 22:27:25,1200,802.8,True
u51,TravelMobility,2013-03-28 22:27:25,2013-03-28 22:47:25,1200,9.07,False
u51,TravelMobility,2013-03-28 22:47:25,2013-03-28 23:07:25,1200,0.0,False
u51,TravelMobility,2013-03-28 23:07:25,2013-03-28 23:27:25,1200,0.0,False
u51,TravelMobility,2013-03-28 23:27:25,2013-03-28 23:47:25,1200,0.0,False
u51,TravelMobility,2013-03-28 23:47:25,2013-03-29 00:07:25,1200,0.0,False
u51,TravelMobility,2013-03-29 00:07:25,2013-03-29 00:27:25,1200,0.0,False
u51,TravelMobility,2013-03-29 00:27:25,2013-03-29 00:47:25,1200,0.23,False
u51,TravelMobility,2013-03-29 00:47:25,2013-03-29 01:07:25,1200,0.23,False
u51,TravelMobility,2013-03-29 01:07:25,2013-03-29 01:27:25,1200,0.19,False
u51,TravelMobility,2013-03-29 01:27:25,2013-03-29 01:47:25,1200,0.05,False
u51,TravelMobility,2013-03-29 01:47:25,2013-03-29 02:07:25,1200,0.0,False
u51,TravelMobility,2013-03-29 02:07:25,2013-03-29 02:27:25,1200,0.0,False
u51,TravelMobility,2013-03-29 02:27:25,2013-03-29 02:47:25,1200,0.0,False
u51,TravelMobility,2013-03-29 02:47:25,2013-03-29 03:07:25,1200,0.0,False
