uid,eventType,datetime,endtime,duration,distance,is_travel
u52,TravelMobility,2013-03-27 15:56:58,2013-03-27 16:16:57,1199,160.63,False
u52,TravelMobility,2013-03-27 16:16:57,2013-03-27 16:36:57,1200,5.73,False
u52,TravelMobility,2013-03-27 16:36:57,2013-03-27 16:56:57,1200,2.87,False
u52,TravelMobility,2013-03-27 16:56:57,2013-03-27 17:16:58,1201,475.24,False
u52,TravelMobility,2013-03-27 17:16:58,2013-03-27 17:36:57,1199,9.32,False
u52,TravelMobility,2013-03-27 17:36:57,2013-03-27 17:56:57,1200,3.2,False
u52,TravelMobility,2013-03-27 17:56:57,2013-03-27 18:16:57,1200,475.34,False
u52,TravelMobility,2013-03-27 18:16:57,2013-03-27 18:36:57,1200,7.9,False
u52,TravelMobility,2013-03-27 18:36:57,2013-03-27 18:56:57,1200,4.09,False
u52,TravelMobility,2013-03-27 18:56:57,2013-03-27 19:16:57,1200,5.21,False
u52,TravelMobility,2013-03-27 19:16:57,2013-03-27 19:36:57,1200,3.77,False
u52,TravelMobility,2013-03-27 19:36:57,2013-03-27 19:56:57,1200,6.93,False
u52,TravelMobility,2013-03-27 19:56:57,2013-03-27 20:16:57,1200,0.88,False
u52,TravelMobility,2013-03-27 20:16:57,2013-03-27 20:36:57,1200,4.75,False
u52,TravelMobility,2013-03-27 20:36:57,2013-03-27 20:56:57,1200,6.73,False
u52,TravelMobility,2013-03-27 20:56:57,2013-03-27 21:16:57,1200,7.26,False
u52,TravelMobility,2013-03-27 21:16:57,2013-03-27 21:36:57,1200,2.92,False
u52,TravelMobility,2013-03-27 21:36:57,2013-03-27 21:56:57,1200,3.95,False
u52,TravelMobility,2013-03-27 21:56:57,2013-03-27 22:16:57,1200,2.95,False
u52,TravelMobility,2013-03-27 22:16:57,2013-03-27 22:36:57,1200,5.32,False
u52,TravelMobility,2013-03-27 22:36:57,2013-03-27 22:56:57,1200,5.88,False
u52,TravelMobility,2013-03-27 22:56:57,2013-03-27 23:16:57,1200,2.76,False
u52,TravelMobility,2013-03-27 23:16:57,2013-03-27 23:36:57,1200,4.04,False
u52,TravelMobility,2013-03-27 23:36:57,2013-03-27 23:56:57,1200,4.64,False
u52,TravelMobility,2013-03-27 23:56:57,2013-03-28 00:16:57,1200,6.41,False
u52,TravelMobility,2013-03-28 00:16:57,2013-03-28 00:36:46,1189,23.27,False
u52,TravelMobility,2013-03-28 00:36:46,2013-03-28 00:56:57,1211,30.0,False
u52,TravelMobility,2013-03-28 00:56:57,2013-03-28 01:16:57,1200,4.43,False
u52,TravelMobility,2013-03-28 01:16:57,2013-03-28 01:36:57,1200,1.63,False
u52,TravelMobility,2013-03-28 01:36:57,2013-03-28 01:56:57,1200,0.94,False
u52,TravelMobility,2013-03-28 01:56:57,2013-03-28 02:16:57,1200,1.51,False
u52,TravelMobility,2013-03-28 02:16:57,2013-03-28 02:36:44,1187,8.71,False
u52,TravelMobility,2013-03-28 02:36:44,2013-03-28 02:56:57,1213,11.19,False
u52,TravelMobility,2013-03-28 02:56:57,2013-03-28 03:16:57,1200,9.66,False
u52,TravelMobility,2013-03-28 03:16:57,2013-03-28 03:36:57,1200,9.09,False
u52,TravelMobility,2013-03-28 03:36:57,2013-03-28 03:56:45,1188,14.9,False
u52,TravelMobility,2013-03-28 03:56:45,2013-03-28 04:16:57,1212,21.97,False
u52,TravelMobility,2013-03-28 04:16:57,2013-03-28 04:36:57,1200,14.53,False
u52,TravelMobility,2013-03-28 04:36:57,2013-03-28 04:56:57,1200,6.4,False
u52,TravelMobility,2013-03-28 04:56:57,2013-03-28 05:16:57,1200,2.32,False
u52,TravelMobility,2013-03-28 05:16:57,2013-03-28 05:36:57,1200,5.05,False
u52,TravelMobility,2013-03-28 05:36:57,2013-03-28 05:56:58,1201,6.65,False
u52,TravelMobility,2013-03-28 05:56:58,2013-03-28 06:16:45,1187,11.31,False
u52,TravelMobility,2013-03-28 06:16:45,2013-03-28 06:36:57,1212,10.59,False
u52,TravelMobility,2013-03-28 06:36:57,2013-03-28 06:56:57,1200,3.03,False
u52,TravelMobility,2013-03-28 06:56:57,2013-03-28 07:16:57,1200,5.54,False
u52,TravelMobility,2013-03-28 07:16:57,2013-03-28 07:36:57,1200,7.61,False
u52,TravelMobility,2013-03-28 07:36:57,2013-03-28 07:56:58,1201,7.65,False
u52,TravelMobility,2013-03-28 07:56:58,2013-03-28 08:16:57,1199,4.58,False
u52,TravelMobility,2013-03-28 08:16:57,2013-03-28 08:36:57,1200,4.13,False
u52,TravelMobility,2013-03-28 08:36:57,2013-03-28 08:56:57,1200,7.92,False
u52,TravelMobility,2013-03-28 08:56:57,2013-03-28 09:16:57,1200,4.79,False
u52,TravelMobility,2013-03-28 09:16:57,2013-03-28 09:36:45,1188,1.89,False
u52,TravelMobility,2013-03-28 09:36:45,2013-03-28 09:57:00,1215,446.81,False
u52,TravelMobility,2013-03-28 09:57:00,2013-03-28 10:16:57,1197,85.67,False
u52,TravelMobility,2013-03-28 10:16:57,2013-03-28 10:36:57,1200,6.01,False
u52,TravelMobility,2013-03-28 10:36:57,2013-03-28 10:56:57,1200,2.93,False
u52,TravelMobility,2013-03-28 10:56:57,2013-03-28 11:16:57,1200,6.21,False
u52,TravelMobility,2013-03-28 11:16:57,2013-03-28 11:36:57,1200,0.43,False
u52,TravelMobility,2013-03-28 11:36:57,2013-03-28 11:56:57,1200,3.09,False
u52,TravelMobility,2013-03-28 11:56:57,2013-03-28 12:16:24,1167,57.81,False
u52,TravelMobility,2013-03-28 12:16:24,2013-03-28 12:36:57,1233,43.03,False
u52,TravelMobility,2013-03-28 12:36:57,2013-03-28 12:56:58,1201,296.7,False
u52,TravelMobility,2013-03-28 12:56:58,2013-03-28 13:16:57,1199,508.0,True
u52,TravelMobility,2013-03-28 13:16:57,2013-03-28 13:36:57,1200,19.59,False
u52,TravelMobility,2013-03-28 13:36:57,2013-03-28 13:56:57,1200,466.87,False
u52,TravelMobility,2013-03-28 13:56:57,2013-03-28 14:16:57,1200,231.74,False
u52,TravelMobility,2013-03-28 14:16:57,2013-03-28 14:36:57,1200,232.86,False
u52,TravelMobility,2013-03-28 14:36:57,2013-03-28 14:56:57,1200,3.78,False
u52,TravelMobility,2013-03-28 14:56:57,2013-03-28 15:16:57,1200,7.35,False
u52,TravelMobility,2013-03-28 15:16:57,2013-03-28 15:36:57,1200,9.67,False
u52,TravelMobility,2013-03-28 15:36:57,2013-03-28 15:56:57,1200,10.1,False
u52,TravelMobility,2013-03-28 15:56:57,2013-03-28 16:16:57,1200,4.16,False
u52,TravelMobility,2013-03-28 16:16:57,2013-03-28 16:36:57,1200,0.07,False
u52,TravelMobility,2013-03-28 16:36:57,2013-03-28 16:56:57,1200,8.78,False
u52,TravelMobility,2013-03-28 16:56:57,2013-03-28 17:16:57,1200,7.5,False
u52,TravelMobility,2013-03-28 17:16:57,2013-03-28 17:36:57,1200,473.84,False
u52,TravelMobility,2013-03-28 17:36:57,2013-03-28 17:56:57,1200,11.1,False
u52,TravelMobility,2013-03-28 17:56:57,2013-03-28 18:16:57,1200,6.78,False
u52,TravelMobility,2013-03-28 18:16:57,2013-03-28 18:36:57,1200,474.84,False
u52,TravelMobility,2013-03-28 18:36:57,2013-03-28 18:56:57,1200,4.05,False
u52,TravelMobility,2013-03-28 18:56:57,2013-03-28 19:16:57,1200,0.55,False
u52,TravelMobility,2013-03-28 19:16:57,2013-03-28 19:36:57,1200,4.78,False
u52,TravelMobility,2013-03-28 19:36:57,2013-03-28 19:56:57,1200,5.68,False
u52,TravelMobility,2013-03-28 19:56:57,2013-03-28 20:16:57,1200,8.27,False
