uid,eventType,datetime,endtime,duration,distance,is_travel
u59,TravelMobility,2013-03-27 00:17:41,2013-03-27 00:40:38,1377,54.11,False
u59,TravelMobility,2013-03-27 00:40:38,2013-03-27 01:00:36,1198,2.52,False
u59,TravelMobility,2013-03-27 01:00:36,2013-03-27 01:20:36,1200,3.47,False
u59,TravelMobility,2013-03-27 01:20:36,2013-03-27 01:40:36,1200,0.61,False
u59,TravelMobility,2013-03-27 01:40:36,2013-03-27 02:00:36,1200,1.61,False
u59,TravelMobility,2013-03-27 02:00:36,2013-03-27 02:20:36,1200,1.85,False
u59,TravelMobility,2013-03-27 02:20:36,2013-03-27 02:40:36,1200,4.12,False
u59,TravelMobility,2013-03-27 02:40:36,2013-03-27 03:00:37,1201,4.09,False
u59,TravelMobility,2013-03-27 03:00:37,2013-03-27 03:20:38,1201,1.19,False
u59,TravelMobility,2013-03-27 03:20:38,2013-03-27 03:40:37,1199,3.24,False
u59,TravelMobility,2013-03-27 03:40:37,2013-03-27 04:00:36,1199,0.93,False
u59,TravelMobility,2013-03-27 04:00:36,2013-03-27 04:20:37,1201,1.03,False
u59,TravelMobility,2013-03-27 04:20:37,2013-03-27 04:40:38,1201,1.67,False
u59,TravelMobility,2013-03-27 04:40:38,2013-03-27 05:00:36,1198,2.6,False
u59,TravelMobility,2013-03-27 05:00:36,2013-03-27 05:20:36,1200,1.91,False
u59,TravelMobility,2013-03-27 05:20:36,2013-03-27 05:40:36,1200,2.3,False
u59,TravelMobility,2013-03-27 05:40:36,2013-03-27 06:00:36,1200,3.92,False
u59,TravelMobility,2013-03-27 06:00:36,2013-03-27 06:20:36,1200,3.32,False
u59,TravelMobility,2013-03-27 06:20:36,2013-03-27 06:40:37,1201,4.07,False
u59,TravelMobility,2013-03-27 06:40:37,2013-03-27 07:00:36,1199,0.74,False
u59,TravelMobility,2013-03-27 07:00:36,2013-03-27 07:20:36,1200,2.29,False
u59,TravelMobility,2013-03-27 07:20:36,2013-03-27 07:40:37,1201,3.44,False
u59,TravelMobility,2013-03-27 07:40:37,2013-03-27 08:00:36,1199,1.11,False
u59,TravelMobility,2013-03-27 08:00:36,2013-03-27 08:20:36,1200,442.49,False
u59,TravelMobility,2013-03-27 08:20:36,2013-03-27 08:40:37,1201,598.68,True
u59,TravelMobility,2013-03-27 08:40:37,2013-03-27 09:00:36,1199,6.78,False
u59,TravelMobility,2013-03-27 09:00:36,2013-03-27 09:20:36,1200,639.76,True
u59,TravelMobility,2013-03-27 09:20:36,2013-03-27 09:40:36,1200,2.45,False
u59,TravelMobility,2013-03-27 09:40:36,2013-03-27 10:00:38,1202,662.53,True
u59,TravelMobility,2013-03-27 10:00:38,2013-03-27 10:20:36,1198,7.63,False
u59,TravelMobility,2013-03-27 10:20:36,2013-03-27 10:40:36,1200,2.68,False
u59,TravelMobility,2013-03-27 10:40:36,2013-03-27 11:00:36,1200,9.78,False
u59,TravelMobility,2013-03-27 11:00:36,2013-03-27 11:20:37,1201,699.77,True
u59,TravelMobility,2013-03-27 11:20:37,2013-03-27 11:40:37,1200,7.09,False
u59,TravelMobility,2013-03-27 11:40:37,2013-03-27 12:00:38,1201,3.32,False
u59,TravelMobility,2013-03-27 12:00:38,2013-03-27 12:20:38,1200,3.91,False
u59,TravelMobility,2013-03-27 12:20:38,2013-03-27 12:40:37,1199,162.75,False
u59,TravelMobility,2013-03-27 12:40:37,2013-03-27 13:00:36,1199,1.83,False
u59,TravelMobility,2013-03-27 13:00:36,2013-03-27 13:20:36,1200,1.23,False
u59,TravelMobility,2013-03-27 13:20:36,2013-03-27 13:40:38,1202,403.5,False
u59,TravelMobility,2013-03-27 13:40:38,2013-03-27 14:00:39,1201,40.2,False
u59,TravelMobility,2013-03-27 14:00:39,2013-03-27 14:20:36,1197,15.56,False
u59,TravelMobility,2013-03-27 14:20:36,2013-03-27 14:40:37,1201,4.48,False
u59,TravelMobility,2013-03-27 14:40:37,2013-03-27 15:00:36,1199,39.0,False
u59,TravelMobility,2013-03-27 15:00:36,2013-03-27 15:20:36,1200,229.37,False
u59,TravelMobility,2013-03-27 15:20:36,2013-03-27 15:40:36,1200,2.89,False
u59,TravelMobility,2013-03-27 15:40:36,2013-03-27 16:00:36,1200,3.2,False
u59,TravelMobility,2013-03-27 16:00:36,2013-03-27 16:20:36,1200,1.28,False
u59,TravelMobility,2013-03-27 16:20:36,2013-03-27 16:40:36,1200,57.63,False
u59,TravelMobility,2013-03-27 16:40:36,2013-03-27 17:00:36,1200,57.18,False
u59,TravelMobility,2013-03-27 17:00:36,2013-03-27 17:20:36,1200,0.81,False
u59,TravelMobility,2013-03-27 17:20:36,2013-03-27 17:40:38,1202,4.69,False
u59,TravelMobility,2013-03-27 17:40:38,2013-03-27 18:00:36,1198,101.66,False
u59,TravelMobility,2013-03-27 18:00:36,2013-03-27 18:20:36,1200,36.66,False
u59,TravelMobility,2013-03-27 18:20:36,2013-03-27 18:40:37,1201,4.5,False
u59,TravelMobility,2013-03-27 18:40:37,2013-03-27 19:00:36,1199,3.4,False
u59,TravelMobility,2013-03-27 19:00:36,2013-03-27 19:20:38,1202,2.37,False
u59,TravelMobility,2013-03-27 19:20:38,2013-03-27 19:40:37,1199,4.42,False
u59,TravelMobility,2013-03-27 19:40:37,2013-03-27 20:00:37,1200,5.9,False
u59,TravelMobility,2013-03-27 20:00:37,2013-03-27 20:20:36,1199,66.58,False
