uid,eventType,datetime,endtime,duration,distance,is_travel
u25,TravelMobility,2013-03-27 13:08:17,2013-03-27 13:28:24,1207,0.3,False
u25,TravelMobility,2013-03-27 13:28:24,2013-03-27 13:48:24,1200,4.23,False
u25,TravelMobility,2013-03-27 13:48:24,2013-03-27 16:08:27,8403,526.52,True
u25,TravelMobility,2013-03-27 16:08:27,2013-03-27 16:28:25,1198,200.18,False
u25,TravelMobility,2013-03-27 16:28:25,2013-03-27 16:48:24,1199,1.27,False
u25,TravelMobility,2013-03-27 16:48:24,2013-03-27 17:08:24,1200,0.0,False
u25,TravelMobility,2013-03-27 17:08:24,2013-03-27 17:28:25,1201,131.04,False
u25,TravelMobility,2013-03-27 17:28:25,2013-03-27 17:48:24,1199,2.04,False
u25,TravelMobility,2013-03-27 17:48:24,2013-03-27 18:08:24,1200,4.94,False
u25,TravelMobility,2013-03-27 18:08:24,2013-03-27 18:08:25,1,0.0,False
u25,TravelMobility,2013-03-27 18:08:25,2013-03-27 18:48:24,2399,216.55,False
u25,TravelMobility,2013-03-27 18:48:24,2013-03-27 19:08:24,1200,1.58,False
u25,TravelMobility,2013-03-27 19:08:24,2013-03-27 19:28:24,1200,5.13,False
u25,TravelMobility,2013-03-27 19:28:24,2013-03-27 19:28:25,1,0.33,False
u25,TravelMobility,2013-03-27 19:28:25,2013-03-27 20:28:24,3599,8.39,False
u25,TravelMobility,2013-03-27 20:28:24,2013-03-27 20:48:24,1200,4.98,False
u25,TravelMobility,2013-03-27 20:48:24,2013-03-27 21:08:24,1200,5.63,False
u25,TravelMobility,2013-03-27 21:08:24,2013-03-27 21:28:24,1200,1.82,False
u25,TravelMobility,2013-03-27 21:28:24,2013-03-27 21:48:24,1200,1.21,False
u25,TravelMobility,2013-03-27 21:48:24,2013-03-27 22:08:24,1200,2.17,False
u25,TravelMobility,2013-03-27 22:08:24,2013-03-28 08:37:25,37741,23.64,False
u25,TravelMobility,2013-03-28 08:37:25,2013-03-28 08:57:26,1201,641.71,True
u25,TravelMobility,2013-03-28 08:57:26,2013-03-28 09:17:25,1199,8.74,False
u25,TravelMobility,2013-03-28 09:17:25,2013-03-28 09:37:25,1200,20.83,False
u25,TravelMobility,2013-03-28 09:37:25,2013-03-28 09:57:25,1200,10.49,False
u25,TravelMobility,2013-03-28 09:57:25,2013-03-28 10:17:25,1200,934.61,True
u25,TravelMobility,2013-03-28 10:17:25,2013-03-28 10:37:25,1200,5.24,False
u25,TravelMobility,2013-03-28 10:37:25,2013-03-28 10:57:29,1204,665.91,True
u25,TravelMobility,2013-03-28 10:57:29,2013-03-28 11:17:25,1196,72.91,False
u25,TravelMobility,2013-03-28 11:17:25,2013-03-28 11:37:25,1200,2.14,False
u25,TravelMobility,2013-03-28 11:37:25,2013-03-28 11:57:26,1201,159.67,False
u25,TravelMobility,2013-03-28 11:57:26,2013-03-28 12:17:25,1199,175.11,False
u25,TravelMobility,2013-03-28 12:17:25,2013-03-28 12:37:25,1200,2.01,False
u25,TravelMobility,2013-03-28 12:37:25,2013-03-28 13:17:25,2400,855.05,True
u25,TravelMobility,2013-03-28 13:17:25,2013-03-28 13:37:26,1201,11.9,False
u25,TravelMobility,2013-03-28 13:37:26,2013-03-28 13:57:25,1199,2.3,False
u25,TravelMobility,2013-03-28 13:57:25,2013-03-28 14:17:26,1201,121.9,False
u25,TravelMobility,2013-03-28 14:17:26,2013-03-28 14:37:25,1199,2.19,False
u25,TravelMobility,2013-03-28 14:37:25,2013-03-28 14:57:25,1200,3.14,False
u25,TravelMobility,2013-03-28 14:57:25,2013-03-28 15:57:26,3601,344.7,False
u25,TravelMobility,2013-03-28 15:57:26,2013-03-28 16:17:25,1199,3.69,False
u25,TravelMobility,2013-03-28 16:17:25,2013-03-28 16:37:25,1200,0.0,False
u25,TravelMobility,2013-03-28 16:37:25,2013-03-28 16:57:25,1200,0.0,False
u25,TravelMobility,2013-03-28 16:57:25,2013-03-28 17:17:25,1200,2.96,False
u25,TravelMobility,2013-03-28 17:17:25,2013-03-28 17:37:25,1200,0.0,False
u25,TravelMobility,2013-03-28 17:37:25,2013-03-28 17:57:25,1200,2.96,False
u25,TravelMobility,2013-03-28 17:57:25,2013-03-28 18:17:25,1200,351.43,False
u25,TravelMobility,2013-03-28 18:17:25,2013-03-28 18:37:25,1200,121.04,False
u25,TravelMobility,2013-03-28 18:37:25,2013-03-28 18:57:25,1200,1.34,False
u25,TravelMobility,2013-03-28 18:57:25,2013-03-28 19:17:25,1200,3.55,False
u25,TravelMobility,2013-03-28 19:17:25,2013-03-28 19:37:26,1201,89.37,False
u25,TravelMobility,2013-03-28 19:37:26,2013-03-28 19:57:25,1199,8.35,False
u25,TravelMobility,2013-03-28 19:57:25,2013-03-28 20:17:25,1200,3.34,False
u25,TravelMobility,2013-03-28 20:17:25,2013-03-28 20:37:25,1200,0.0,False
u25,TravelMobility,2013-03-28 20:37:25,2013-03-28 20:57:26,1201,4.37,False
u25,TravelMobility,2013-03-28 20:57:26,2013-03-28 21:17:26,1200,3.27,False
u25,TravelMobility,2013-03-28 21:17:26,2013-03-28 21:37:25,1199,0.54,False
u25,TravelMobility,2013-03-28 21:37:25,2013-03-28 21:57:25,1200,4.33,False
u25,TravelMobility,2013-03-28 21:57:25,2013-03-28 22:17:25,1200,3.15,False
u25,TravelMobility,2013-03-28 22:17:25,2013-03-28 22:37:25,1200,0.0,False
u25,TravelMobility,2013-03-28 22:37:25,2013-03-29 09:56:40,40755,846.56,True
u25,TravelMobility,2013-03-29 09:56:40,2013-03-29 10:16:46,1206,10.4,False
u25,TravelMobility,2013-03-29 10:16:46,2013-03-29 10:36:45,1199,23.76,False
u25,TravelMobility,2013-03-29 10:36:45,2013-03-29 10:56:45,1200,8.37,False
u25,TravelMobility,2013-03-29 10:56:45,2013-03-29 11:16:45,1200,861.6,True
u25,TravelMobility,2013-03-29 11:16:45,2013-03-29 11:36:45,1200,3.3,False
u25,TravelMobility,2013-03-29 11:36:45,2013-03-29 11:56:46,1201,563.1,True
u25,TravelMobility,2013-03-29 11:56:46,2013-03-29 12:36:47,2401,101.67,False
u25,TravelMobility,2013-03-29 12:36:47,2013-03-29 12:56:45,1198,7.81,False
u25,TravelMobility,2013-03-29 12:56:45,2013-03-29 13:16:45,1200,4.37,False
u25,TravelMobility,2013-03-29 13:16:45,2013-03-29 13:36:45,1200,75.11,False
u25,TravelMobility,2013-03-29 13:36:45,2013-03-29 13:56:45,1200,568.61,True
u25,TravelMobility,2013-03-29 13:56:45,2013-03-29 14:16:47,1202,5.16,False
u25,TravelMobility,2013-03-29 14:16:47,2013-03-29 14:16:48,1,0.97,False
u25,TravelMobility,2013-03-29 14:16:48,2013-03-29 14:56:45,2397,139.36,False
u25,TravelMobility,2013-03-29 14:56:45,2013-03-29 15:36:45,2400,10.52,False
u25,TravelMobility,2013-03-29 15:36:45,2013-03-29 15:56:45,1200,2.76,False
u25,TravelMobility,2013-03-29 15:56:45,2013-03-29 16:14:06,1041,9.69,False
u25,TravelMobility,2013-03-29 16:14:06,2013-03-29 16:36:45,1359,8.28,False
u25,TravelMobility,2013-03-29 16:36:45,2013-03-29 16:56:45,1200,13.09,False
u25,TravelMobility,2013-03-29 16:56:45,2013-03-29 17:16:45,1200,6.09,False
u25,TravelMobility,2013-03-29 17:16:45,2013-03-29 17:36:45,1200,1.35,False
u25,TravelMobility,2013-03-29 17:36:45,2013-03-29 17:56:45,1200,10.54,False
u25,TravelMobility,2013-03-29 17:56:45,2013-03-29 18:16:45,1200,3.29,False
u25,TravelMobility,2013-03-29 18:16:45,2013-03-29 18:36:45,1200,7.04,False
u25,TravelMobility,2013-03-29 18:36:45,2013-03-29 18:56:46,1201,6.86,False
u25,TravelMobility,2013-03-29 18:56:46,2013-03-29 19:16:45,1199,5.44,False
u25,TravelMobility,2013-03-29 19:16:45,2013-03-29 19:36:45,1200,5.44,False
u25,TravelMobility,2013-03-29 19:36:45,2013-03-29 19:56:45,1200,1.84,False
u25,TravelMobility,2013-03-29 19:56:45,2013-03-29 20:16:45,1200,4.42,False
u25,TravelMobility,2013-03-29 20:16:45,2013-03-29 20:36:45,1200,3.97,False
u25,TravelMobility,2013-03-29 20:36:45,2013-03-29 20:56:45,1200,5.01,False
u25,TravelMobility,2013-03-29 20:56:45,2013-03-29 21:16:45,1200,7.4,False
u25,TravelMobility,2013-03-29 21:16:45,2013-03-29 21:36:45,1200,0.0,False
u25,TravelMobility,2013-03-29 21:36:45,2013-03-29 21:56:45,1200,5.23,False
u25,TravelMobility,2013-03-29 21:56:45,2013-03-29 22:16:45,1200,2.15,False
u25,TravelMobility,2013-03-29 22:16:45,2013-03-29 22:36:45,1200,2.74,False
u25,TravelMobility,2013-03-29 22:36:45,2013-03-29 22:56:45,1200,1.04,False
u25,TravelMobility,2013-03-29 22:56:45,2013-03-29 23:16:45,1200,2.01,False
u25,TravelMobility,2013-03-29 23:16:45,2013-03-29 23:36:45,1200,2.77,False
u25,TravelMobility,2013-03-29 23:36:45,2013-03-29 23:56:45,1200,5.86,False
u25,TravelMobility,2013-03-29 23:56:45,2013-03-30 00:16:45,1200,6.08,False
u25,TravelMobility,2013-03-30 00:16:45,2013-03-30 00:36:45,1200,3.75,False
u25,TravelMobility,2013-03-30 00:36:45,2013-03-30 00:56:45,1200,1.2,False
u25,TravelMobility,2013-03-30 00:56:45,2013-03-30 01:16:45,1200,7.8,False
u25,TravelMobility,2013-03-30 01:16:45,2013-03-30 01:36:45,1200,14.7,False
u25,TravelMobility,2013-03-30 01:36:45,2013-03-30 01:56:45,1200,10.93,False
u25,TravelMobility,2013-03-30 01:56:45,2013-03-30 02:16:45,1200,6.21,False
u25,TravelMobility,2013-03-30 02:16:45,2013-03-30 02:36:45,1200,5.01,False
u25,TravelMobility,2013-03-30 02:36:45,2013-03-30 02:56:45,1200,7.61,False
u25,TravelMobility,2013-03-30 02:56:45,2013-03-30 03:16:45,1200,9.84,False
u25,TravelMobility,2013-03-30 03:16:45,2013-03-30 03:36:45,1200,2.87,False
u25,TravelMobility,2013-03-30 03:36:45,2013-03-30 03:56:45,1200,6.09,False
u25,TravelMobility,2013-03-30 03:56:45,2013-03-30 04:16:45,1200,7.5,False
u25,TravelMobility,2013-03-30 04:16:45,2013-03-30 04:36:45,1200,8.48,False
u25,TravelMobility,2013-03-30 04:36:45,2013-03-30 04:56:45,1200,6.01,False
u25,TravelMobility,2013-03-30 04:56:45,2013-03-30 05:16:45,1200,2.66,False
u25,TravelMobility,2013-03-30 05:16:45,2013-03-30 05:36:45,1200,4.47,False
u25,TravelMobility,2013-03-30 05:36:45,2013-03-30 05:56:45,1200,5.51,False
u25,TravelMobility,2013-03-30 05:56:45,2013-03-30 06:16:45,1200,1.58,False
u25,TravelMobility,2013-03-30 06:16:45,2013-03-30 06:36:45,1200,1.93,False
u25,TravelMobility,2013-03-30 06:36:45,2013-03-30 06:56:45,1200,5.34,False
u25,TravelMobility,2013-03-30 06:56:45,2013-03-30 07:16:45,1200,1.79,False
u25,TravelMobility,2013-03-30 07:16:45,2013-03-30 07:36:45,1200,2.83,False
u25,TravelMobility,2013-03-30 07:36:45,2013-03-30 07:56:45,1200,4.43,False
u25,TravelMobility,2013-03-30 07:56:45,2013-03-30 08:16:45,1200,4.61,False
u25,TravelMobility,2013-03-30 08:16:45,2013-03-30 08:36:45,1200,14.66,False
u25,TravelMobility,2013-03-30 08:36:45,2013-03-30 08:56:45,1200,2.87,False
u25,TravelMobility,2013-03-30 08:56:45,2013-03-30 09:16:45,1200,6.02,False
u25,TravelMobility,2013-03-30 09:16:45,2013-03-30 09:36:45,1200,14.97,False
u25,TravelMobility,2013-03-30 09:36:45,2013-03-30 09:56:45,1200,8.05,False
u25,TravelMobility,2013-03-30 09:56:45,2013-03-30 10:16:45,1200,16.46,False
u25,TravelMobility,2013-03-30 10:16:45,2013-03-30 10:36:45,1200,24.86,False
u25,TravelMobility,2013-03-30 10:36:45,2013-03-30 10:56:45,1200,341.15,False
u25,TravelMobility,2013-03-30 10:56:45,2013-03-30 11:16:45,1200,0.0,False
u25,TravelMobility,2013-03-30 11:16:45,2013-03-30 11:36:45,1200,2.58,False
u25,TravelMobility,2013-03-30 11:36:45,2013-03-30 11:56:45,1200,3.7,False
u25,TravelMobility,2013-03-30 11:56:45,2013-03-30 12:16:45,1200,0.0,False
u25,TravelMobility,2013-03-30 12:16:45,2013-03-30 12:36:45,1200,0.0,False
u25,TravelMobility,2013-03-30 12:36:45,2013-03-30 12:56:45,1200,10.62,False
u25,TravelMobility,2013-03-30 12:56:45,2013-03-30 13:16:45,1200,0.0,False
u25,TravelMobility,2013-03-30 13:16:45,2013-03-30 13:36:45,1200,0.0,False
u25,TravelMobility,2013-03-30 13:36:45,2013-03-30 13:56:45,1200,0.0,False
u25,TravelMobility,2013-03-30 13:56:45,2013-03-30 14:16:45,1200,18.71,False
u25,TravelMobility,2013-03-30 14:16:45,2013-03-30 14:36:45,1200,18.71,False
u25,TravelMobility,2013-03-30 14:36:45,2013-03-30 14:56:46,1201,12.31,False
u25,TravelMobility,2013-03-30 14:56:46,2013-03-30 15:16:45,1199,0.0,False
u25,TravelMobility,2013-03-30 15:16:45,2013-03-30 15:36:45,1200,0.0,False
u25,TravelMobility,2013-03-30 15:36:45,2013-03-30 15:56:45,1200,14.48,False
u25,TravelMobility,2013-03-30 15:56:45,2013-03-30 16:16:45,1200,0.0,False
